playId,init_x,init_y,init_s,init_d,recv_x,recv_y,recv_s,recv_d,init_opp_1_x,init_opp_1_y,init_opp_1_s,init_opp_1_d,init_opp_2_x,init_opp_2_y,init_opp_2_s,init_opp_2_d,init_opp_3_x,init_opp_3_y,init_opp_3_s,init_opp_3_d,recv_opp_1_x,recv_opp_1_y,recv_opp_1_s,recv_opp_1_d,recv_opp_2_x,recv_opp_2_y,recv_opp_2_s,recv_opp_2_d,recv_opp_3_x,recv_opp_3_y,recv_opp_3_s,recv_opp_3_d,result
843.0,30.44,24.55,0.3,242.14,50.81,27.77,8.46,29.06,33.7,27.27,0.67,288.54,34.52,27.5,0.85,216.86,35.31,26.01,0.91,321.73,52.45,21.69,6.8,28.46,57.73,33.26,8.82,100.28,58.55,35.42,6.84,93.15,1.0
970.0,72.42,23.78,1.1,81.01,56.69,8.62,7.13,233.63,71.06,21.99,1.87,57.76,70.69,20.97,1.77,40.58,69.01,27.15,3.6,86.81,57.7,10.86,5.15,234.23,48.28,12.09,7.98,296.78,46.95,10.67,6.3,302.58,1.0
994.0,49.86,23.2,0.11,256.07,30.19,34.35,7.61,278.43,49.32,21.13,0.73,37.4,46.79,22.58,1.64,115.9,49.05,20.14,1.08,330.09,31.11,34.99,6.24,275.88,32.84,30.6,3.47,309.35,29.81,41.0,5.64,339.11,2.0
1058.0,49.18,23.6,0.72,88.14,46.42,34.92,1.62,38.48,46.61,20.86,3.22,56.03,47.16,19.93,1.64,56.71,44.81,22.25,2.82,327.76,45.55,31.96,3.88,7.14,42.2,35.7,4.01,78.52,47.13,29.39,4.08,89.31,1.0
1137.0,92.7,23.39,1.31,99.62,77.15,5.17,6.66,250.75,91.02,23.05,4.05,124.53,93.96,21.7,3.5,58.09,90.64,24.15,2.94,121.49,76.65,6.08,5.0,240.3,87.92,14.17,6.07,226.51,78.92,21.58,3.7,231.9,2.0
1218.0,85.55,23.87,0.95,89.81,75.27,31.81,4.19,239.59,84.81,20.79,2.95,75.14,82.17,24.77,1.23,57.0,82.38,26.26,1.53,94.93,73.06,34.51,1.94,260.49,71.77,33.4,5.05,292.74,70.02,35.82,2.68,290.79,1.0
1267.0,65.91,23.96,1.39,70.02,54.0,42.24,4.8,202.81,63.11,23.08,3.65,35.13,63.42,22.13,2.61,34.39,62.67,24.68,1.18,78.48,49.83,40.62,3.47,154.3,53.29,35.94,5.32,312.34,52.49,35.7,3.24,320.13,1.0
1291.0,61.19,23.44,4.77,192.55,52.63,11.28,5.89,178.77,61.12,24.6,4.26,183.28,62.07,25.35,5.72,197.11,58.1,23.33,4.89,178.1,51.92,12.0,6.62,174.8,58.1,23.33,4.89,178.1,45.16,22.63,3.41,181.81,2.0
1422.0,37.52,29.05,0.29,234.9,24.24,20.79,3.68,307.83,39.0,27.86,3.88,43.89,39.73,28.43,4.69,22.72,36.66,26.89,1.97,103.46,23.5,20.31,2.16,305.24,24.23,19.15,3.76,2.7,27.56,19.3,6.99,352.95,2.0
1506.0,25.43,29.72,2.03,265.95,29.19,41.41,5.79,7.99,27.29,31.87,2.88,250.69,26.65,32.78,3.84,244.05,28.91,30.09,1.71,268.81,26.65,32.78,3.84,244.05,38.62,42.12,4.09,357.31,27.29,31.87,2.88,250.69,1.0
1530.0,25.46,30.21,0.89,292.2,37.09,47.16,5.04,84.15,28.29,30.48,1.86,268.26,28.24,31.95,2.27,278.93,26.47,33.36,2.43,259.39,41.14,46.4,0.51,3.91,36.06,38.49,5.55,80.42,37.69,37.68,3.26,24.83,2.0
1556.0,21.41,29.79,1.98,249.97,29.48,24.21,2.6,168.69,22.97,28.77,1.67,283.5,22.63,28.17,2.34,284.07,22.99,33.43,2.7,303.98,25.58,28.72,3.29,234.98,25.44,29.95,1.85,250.8,27.38,31.5,1.0,60.3,2.0
1603.0,93.57,30.07,0.82,94.27,81.54,24.21,7.08,255.27,90.21,29.42,1.83,103.91,89.8,30.66,2.17,247.8,90.05,31.55,1.47,78.63,81.97,26.7,4.81,256.79,82.75,16.62,3.28,241.55,85.26,31.63,1.22,272.44,1.0
1705.0,69.45,24.56,0.6,10.2,46.86,42.31,6.65,310.42,67.17,27.31,4.68,88.73,66.53,27.01,3.14,78.65,67.29,21.02,3.17,79.18,50.96,40.97,3.93,313.82,42.53,41.78,3.56,320.12,52.91,35.66,3.12,296.55,1.0
1872.0,34.85,29.4,1.27,274.27,43.1,45.71,2.9,71.38,36.3,31.07,2.44,284.79,36.62,27.26,2.13,270.17,35.97,32.45,4.6,51.57,48.84,45.04,1.12,64.3,46.04,37.1,3.48,13.25,42.9,32.52,4.94,139.92,1.0
1965.0,44.18,29.75,2.03,291.64,58.4,13.34,5.93,39.89,45.18,29.75,2.65,284.86,44.7,28.02,1.29,233.65,45.99,29.09,3.01,274.06,55.57,15.54,4.94,181.94,61.97,11.23,4.39,37.66,51.07,14.5,6.1,159.22,1.0
2031.0,69.87,19.69,6.36,187.64,85.13,10.55,7.02,182.43,72.16,21.43,5.69,187.33,72.58,23.44,4.16,187.29,76.18,22.45,6.76,184.89,85.98,12.59,7.48,191.61,87.87,4.25,4.06,154.34,89.02,4.16,4.49,157.58,2.0
2081.0,72.71,29.53,1.08,273.16,84.15,19.32,4.83,54.93,74.23,28.52,2.1,296.7,74.14,31.06,2.51,233.73,74.21,27.59,2.41,303.41,84.56,18.6,1.96,52.08,81.88,28.82,0.19,354.34,86.68,29.81,2.82,161.24,1.0
2105.0,86.83,29.66,0.5,242.88,98.06,13.12,5.53,50.44,89.6,29.22,1.56,269.92,89.45,31.57,0.91,249.97,90.28,28.64,2.7,265.13,98.16,11.52,4.4,53.58,96.13,14.08,4.13,177.41,92.48,15.1,6.72,162.14,1.0
2193.0,78.47,23.76,1.19,79.59,68.15,28.3,6.06,190.89,78.29,20.99,3.87,61.54,75.76,23.09,2.08,53.46,79.06,20.68,5.13,43.17,62.68,27.23,5.74,228.71,61.94,29.06,1.31,255.64,74.7,27.98,1.4,162.75,1.0
2238.0,75.53,24.04,0.71,341.47,65.74,21.39,5.05,211.28,77.56,22.93,3.87,32.75,74.54,21.41,0.59,50.66,73.56,22.0,0.82,80.57,70.12,25.49,2.0,206.7,71.33,24.2,3.05,144.56,63.15,27.26,1.09,228.52,1.0
2349.0,24.43,29.09,1.96,293.12,39.54,16.69,2.96,7.21,25.87,28.65,3.6,294.1,24.89,27.05,4.18,304.86,26.35,26.73,2.79,279.53,42.91,13.69,1.58,61.2,42.4,22.28,0.72,316.01,48.85,12.77,6.57,152.18,1.0
2401.0,41.26,28.86,0.52,195.86,64.08,41.17,8.78,80.74,41.73,30.71,3.23,204.01,43.62,28.31,2.47,267.86,42.74,26.78,5.55,307.48,62.69,42.08,7.68,82.13,54.9,33.19,3.09,32.99,73.03,30.73,5.43,49.98,1.0
2450.0,89.32,28.85,1.13,269.45,102.11,41.53,5.21,10.92,90.0,30.48,1.21,243.31,90.22,31.23,1.15,234.63,92.79,26.42,1.56,255.24,104.83,40.39,3.95,353.43,102.06,32.75,3.42,37.37,106.18,49.74,6.12,80.42,1.0
2534.0,96.2,23.28,0.55,255.07,106.69,19.85,7.03,172.73,97.1,21.12,3.02,296.73,96.47,20.61,3.93,306.35,97.34,26.79,2.14,234.99,109.81,20.63,1.99,134.37,109.76,17.73,2.89,210.2,111.45,20.92,3.91,53.38,1.0
2638.0,94.72,29.35,2.42,40.9,71.43,14.95,7.02,228.98,93.55,28.13,4.3,44.71,91.49,27.54,1.36,46.13,88.83,29.02,1.71,94.47,75.23,13.98,5.59,205.69,66.47,6.26,5.58,251.28,67.64,5.23,9.45,257.68,0.0
2763.0,36.14,24.4,2.0,74.0,31.12,17.27,4.07,317.61,34.81,24.61,2.34,6.4,34.41,24.28,2.97,47.3,34.53,25.76,3.9,354.72,34.63,19.97,3.74,34.49,24.49,15.74,2.57,357.31,34.41,24.28,2.97,47.3,2.0
2806.0,40.5,29.14,0.54,149.11,23.87,22.7,5.13,283.99,37.94,29.96,1.15,91.65,37.26,29.4,0.73,87.52,37.33,27.34,1.81,132.27,23.59,20.69,2.53,294.55,28.23,19.26,6.22,353.25,30.31,21.55,4.87,11.79,1.0
2989.0,32.45,29.68,1.47,284.96,40.05,33.75,2.57,40.91,34.4,30.04,1.18,320.33,35.1,30.67,1.72,326.8,33.82,32.51,0.22,90.14,43.53,35.26,1.31,281.83,44.47,31.07,2.64,141.48,35.1,30.67,1.72,326.8,1.0
3017.0,32.67,30.1,1.05,314.22,51.1,38.5,5.35,45.42,33.58,31.6,1.99,224.64,34.29,32.32,2.05,212.73,33.25,27.24,3.52,328.81,51.58,37.81,4.1,47.74,47.43,33.89,4.1,21.66,51.33,44.58,7.91,71.01,1.0
3041.0,47.68,20.34,6.07,166.11,64.48,22.95,8.62,173.12,58.8,22.02,3.75,147.39,57.24,26.91,4.25,161.32,50.19,33.97,1.02,243.42,58.8,22.02,3.75,147.39,57.24,26.91,4.25,161.32,72.99,19.94,7.03,217.16,1.0
3330.0,106.6,24.37,2.24,294.41,108.76,36.57,3.75,153.41,106.1,23.0,2.59,94.84,109.13,24.26,0.64,351.34,109.32,25.56,0.9,331.31,110.68,35.67,3.64,123.95,111.18,36.15,2.51,150.82,111.54,37.09,3.32,188.9,4.0
3382.0,93.28,25.87,0.1,161.49,65.4,18.03,9.81,279.37,90.98,24.87,2.2,86.76,90.62,24.32,2.38,81.06,89.49,27.2,1.17,86.58,63.21,15.43,8.65,282.58,63.73,21.34,7.63,267.96,71.31,23.47,6.67,186.88,1.0
3469.0,84.6,24.69,2.55,318.06,93.76,36.95,6.88,19.11,85.05,23.22,4.55,329.96,83.95,26.77,4.76,237.05,84.45,27.19,3.57,249.29,96.23,35.29,6.36,18.83,100.41,33.53,5.2,37.86,101.02,32.87,2.81,19.6,1.0
3493.0,87.93,29.3,4.16,239.98,96.21,23.4,6.65,168.97,92.17,30.86,2.59,256.84,91.1,25.92,4.82,275.71,93.14,31.57,2.33,234.34,91.1,25.92,4.82,275.71,99.08,29.21,1.49,122.32,99.96,29.59,1.86,127.77,1.0
3524.0,99.26,23.01,3.99,257.45,113.26,22.07,6.64,160.99,101.07,23.21,6.73,249.0,100.43,20.05,4.64,291.38,101.69,19.86,3.24,272.2,111.41,24.18,4.77,20.57,115.85,23.53,7.06,156.69,114.63,24.96,6.94,160.09,4.0
3670.0,64.99,28.63,0.72,69.31,56.22,34.25,3.66,246.28,64.97,29.6,1.33,140.55,64.79,30.11,1.26,151.27,63.48,27.66,2.91,84.3,62.62,28.29,2.38,103.65,60.74,26.66,2.11,125.52,64.79,30.11,1.26,151.27,1.0
3740.0,30.32,29.32,0.62,123.58,18.49,27.43,2.71,310.36,30.09,31.42,1.79,119.19,30.35,32.15,2.87,131.75,29.98,26.37,1.24,44.8,20.24,33.49,1.71,310.72,17.51,20.68,2.03,280.47,16.52,20.72,1.36,309.8,1.0
3837.0,37.62,30.14,0.91,0.49,49.09,26.23,0.9,98.8,37.65,27.6,1.54,245.68,39.97,31.13,0.19,48.02,38.65,27.72,3.36,351.84,53.66,23.2,0.8,284.2,51.21,31.84,1.12,161.86,40.7,31.45,0.56,140.03,2.0
3859.0,36.96,33.35,3.48,335.9,56.31,46.03,5.25,15.44,38.68,34.41,2.86,296.63,39.03,33.32,1.65,294.04,36.06,29.86,2.35,298.43,57.88,45.94,3.49,357.09,49.19,41.01,3.35,5.67,48.0,42.19,3.12,12.12,2.0
3881.0,34.98,30.46,1.76,331.77,49.28,18.4,2.87,181.65,36.11,29.5,2.91,282.24,37.09,29.6,1.68,283.14,38.7,29.07,1.28,220.57,53.11,19.32,3.08,177.55,56.87,15.16,3.23,162.09,59.13,16.5,7.49,140.75,2.0
3964.0,106.34,30.99,4.82,49.08,86.28,47.36,6.21,293.18,104.85,30.82,6.8,67.75,102.4,32.85,3.92,69.68,101.5,29.68,2.27,87.61,86.17,46.45,5.54,294.34,87.44,34.39,4.16,309.12,75.25,36.3,4.77,320.1,2.0
4011.0,38.99,27.42,1.45,12.47,66.83,45.41,9.39,77.05,39.85,25.65,1.88,274.34,39.76,25.53,3.34,312.04,41.74,26.51,1.56,322.99,67.43,44.5,7.63,79.09,63.32,34.99,5.46,73.96,49.68,33.19,2.55,71.8,1.0
4082.0,99.77,29.46,1.55,256.87,109.52,14.0,2.27,37.88,101.53,29.42,3.83,225.73,102.32,30.73,1.07,200.33,102.64,28.7,0.93,210.4,110.68,12.6,0.7,264.65,114.88,18.98,5.01,137.93,115.42,18.88,5.82,143.39,4.0
4153.0,73.12,23.17,0.14,121.05,84.3,12.74,5.14,159.41,76.09,23.5,1.53,254.27,76.13,24.15,1.9,211.08,72.76,19.92,2.86,318.29,86.09,13.69,4.51,174.1,92.64,11.93,7.16,79.31,92.79,13.03,7.94,85.89,1.0
4202.0,79.91,24.09,0.68,267.64,93.7,28.48,6.06,154.67,79.55,26.31,4.07,241.97,79.04,26.49,3.99,241.4,83.12,24.45,1.34,287.55,94.35,30.7,5.18,147.82,98.75,26.13,3.3,199.32,93.57,35.64,3.72,10.62,1.0
4230.0,87.04,25.26,1.63,323.99,106.37,41.04,7.01,30.54,85.54,26.89,4.36,244.12,85.39,27.84,2.15,257.14,89.75,22.96,1.18,260.57,108.62,40.29,5.1,14.42,104.17,31.24,5.11,108.61,104.46,30.31,5.99,99.63,0.0
4330.0,104.44,3.42,6.35,154.59,116.44,9.73,5.81,168.01,105.35,7.2,6.52,159.92,107.93,5.59,7.09,187.08,113.43,1.56,1.67,144.97,116.77,9.75,6.24,169.59,110.95,14.46,3.98,185.79,110.48,15.68,2.42,187.22,2.0
4432.0,100.11,24.72,1.05,316.55,110.59,38.84,0.6,8.76,103.36,24.9,0.65,249.88,103.38,25.67,0.69,274.82,101.5,27.94,1.78,248.98,111.9,37.82,1.6,306.02,114.41,28.2,2.96,126.14,114.0,27.86,4.65,126.77,3.0
4476.0,50.65,24.2,3.52,276.26,60.23,37.05,4.21,165.06,52.25,24.35,4.62,270.28,51.82,27.58,2.16,270.23,54.25,24.2,3.34,250.62,65.85,39.54,4.76,61.22,66.26,38.77,4.66,60.13,70.14,37.9,4.66,201.08,2.0
4502.0,50.98,22.95,2.62,260.13,54.86,15.85,0.87,167.52,52.9,24.02,3.63,227.75,53.83,22.99,4.82,232.98,51.49,27.06,4.25,246.97,54.02,19.55,3.51,258.43,61.93,16.76,3.11,237.7,53.83,22.99,4.82,232.98,1.0
4577.0,42.41,24.35,0.76,27.72,64.53,30.88,7.35,112.49,44.49,24.55,1.57,242.58,44.86,23.83,1.36,242.94,44.06,22.45,0.53,276.37,62.0,30.32,2.36,52.15,62.34,38.14,5.66,101.55,71.69,34.2,3.88,94.27,2.0
