index,x,y,speed,distance,direction,event,jerseyNumber,team,playId
15316,79.1,15.26,0.72,0.04,23.75,pass_outcome_caught,26.0,home,251
15413,52.81,28.18,5.66,0.62,297.97,pass_forward,99.0,home,251
15420,49.41,30.72,5.21,0.58,321.73,pass_arrived,99.0,home,251
15422,48.77,31.63,5.0,0.55,331.28,pass_outcome_caught,99.0,home,251
15519,64.46,37.66,2.31,0.2,350.58,pass_forward,42.0,home,251
15526,63.69,39.28,2.84,0.28,349.69,pass_arrived,42.0,home,251
15528,63.55,39.94,2.97,0.36,351.43,pass_outcome_caught,42.0,home,251
15725,77.48,34.54,0.73,0.07,250.95,pass_forward,60.0,away,285
15731,77.37,33.94,1.09,0.1,187.14,pass_arrived,60.0,away,285
15734,77.33,33.61,1.21,0.14,178.58,pass_outcome_caught,60.0,away,285
15806,80.15,29.49,1.38,0.14,136.14,pass_forward,84.0,away,285
15812,80.76,28.23,3.25,0.34,160.66,pass_arrived,84.0,away,285
15815,81.02,27.05,4.12,0.44,162.24,pass_outcome_caught,84.0,away,285
15887,76.44,39.76,5.83,0.61,15.3,pass_forward,22.0,away,285
15893,77.36,43.17,5.17,0.57,20.6,pass_arrived,22.0,away,285
15896,78.04,44.59,4.58,0.5,26.21,pass_outcome_caught,22.0,away,285
15968,70.72,27.72,4.68,0.5,211.26,pass_forward,9.0,away,285
15974,69.64,24.97,4.66,0.49,195.79,pass_arrived,9.0,away,285
15977,69.23,23.6,4.45,0.47,187.84,pass_outcome_caught,9.0,away,285
16049,79.5,33.8,1.47,0.16,353.44,pass_forward,64.0,away,285
16055,79.35,34.06,0.16,0.02,257.4,pass_arrived,64.0,away,285
16058,79.38,33.88,0.62,0.09,183.13,pass_outcome_caught,64.0,away,285
16130,78.79,24.88,7.77,0.78,166.83,pass_forward,19.0,away,285
16136,79.98,20.09,8.34,0.84,162.81,pass_arrived,19.0,away,285
16139,80.71,17.64,8.55,0.85,160.61,pass_outcome_caught,19.0,away,285
16211,86.54,37.63,4.98,0.52,128.08,pass_forward,82.0,away,285
16217,88.62,34.58,6.11,0.65,149.15,pass_arrived,82.0,away,285
16220,89.43,32.68,6.38,0.7,155.26,pass_outcome_caught,82.0,away,285
16292,79.0,34.52,1.29,0.11,15.36,pass_forward,67.0,away,285
16298,79.34,34.76,0.88,0.1,97.47,pass_arrived,67.0,away,285
16301,79.66,34.53,1.16,0.14,118.93,pass_outcome_caught,67.0,away,285
16373,86.12,26.9,6.27,0.66,99.81,pass_forward,89.0,away,285
16379,90.14,25.69,6.96,0.74,116.28,pass_arrived,89.0,away,285
16382,92.06,24.61,7.12,0.74,124.56,pass_outcome_caught,89.0,away,285
16454,79.37,40.16,4.0,0.48,10.29,pass_forward,75.0,away,285
16460,79.85,42.27,2.74,0.25,11.7,pass_arrived,75.0,away,285
16463,80.02,42.95,2.07,0.17,11.78,pass_outcome_caught,75.0,away,285
16535,77.35,39.72,2.48,0.26,339.75,pass_forward,71.0,away,285
16541,76.91,41.0,1.68,0.17,357.48,pass_arrived,71.0,away,285
16544,77.01,41.46,1.5,0.16,14.36,pass_outcome_caught,71.0,away,285
16616,80.51,27.27,3.44,0.37,174.68,pass_forward,96.0,home,285
16622,80.57,24.29,5.39,0.56,168.99,pass_arrived,96.0,home,285
16625,80.84,22.46,5.95,0.64,164.35,pass_outcome_caught,96.0,home,285
16697,80.44,34.6,1.38,0.16,53.27,pass_forward,92.0,home,285
16703,81.47,34.2,2.11,0.26,131.18,pass_arrived,92.0,home,285
16706,81.94,33.58,2.68,0.23,144.02,pass_outcome_caught,92.0,home,285
16778,92.52,25.21,2.75,0.3,142.16,pass_forward,34.0,home,285
16784,93.44,23.26,4.4,0.44,168.94,pass_arrived,34.0,home,285
16787,93.56,21.73,5.31,0.55,175.97,pass_outcome_caught,34.0,home,285
16859,93.77,33.95,3.98,0.45,141.69,pass_forward,22.0,home,285
16865,95.13,31.36,5.16,0.54,165.24,pass_arrived,22.0,home,285
16868,95.34,29.64,5.79,0.6,173.5,pass_outcome_caught,22.0,home,285
16940,88.95,38.39,3.6,0.35,138.85,pass_forward,29.0,home,285
16946,90.44,36.1,4.82,0.54,158.72,pass_arrived,29.0,home,285
16949,90.9,34.42,5.38,0.59,166.62,pass_outcome_caught,29.0,home,285
17021,81.68,40.5,2.69,0.32,5.64,pass_forward,55.0,home,285
17027,82.24,42.07,2.04,0.23,43.97,pass_arrived,55.0,home,285
17030,82.74,42.49,1.98,0.21,73.68,pass_outcome_caught,55.0,home,285
17102,80.0,35.52,0.85,0.1,119.15,pass_forward,93.0,home,285
17108,80.71,34.79,2.42,0.22,148.37,pass_arrived,93.0,home,285
17111,81.18,34.06,3.03,0.3,152.98,pass_outcome_caught,93.0,home,285
17183,81.95,34.3,2.13,0.28,154.7,pass_forward,54.0,home,285
17189,82.91,32.32,4.0,0.41,162.82,pass_arrived,54.0,home,285
17192,83.22,30.97,4.55,0.48,166.31,pass_outcome_caught,54.0,home,285
17264,85.01,22.94,3.65,0.45,134.89,pass_forward,26.0,home,285
17270,86.71,20.6,5.39,0.55,161.05,pass_arrived,26.0,home,285
17273,86.94,18.75,6.3,0.64,168.83,pass_outcome_caught,26.0,home,285
17345,78.16,40.62,2.67,0.28,332.91,pass_forward,99.0,home,285
17351,77.32,41.68,1.79,0.13,329.58,pass_arrived,99.0,home,285
17354,77.27,42.14,1.22,0.14,324.7,pass_outcome_caught,99.0,home,285
17426,83.73,32.67,1.72,0.17,129.32,pass_forward,42.0,home,285
17432,84.91,30.67,4.36,0.47,153.83,pass_arrived,42.0,home,285
17435,85.57,29.23,5.4,0.57,157.71,pass_outcome_caught,42.0,home,285
22105,82.79,24.25,1.33,0.16,346.92,pass_forward,60.0,away,407
22128,82.08,25.4,0.2,0.05,353.43,pass_outcome_incomplete,60.0,away,407
22187,78.82,18.92,0.45,0.11,9.94,pass_forward,84.0,away,407
22210,82.5,20.63,1.36,0.13,41.64,pass_outcome_incomplete,84.0,away,407
22269,75.98,33.76,3.94,0.45,359.91,pass_forward,22.0,away,407
22292,79.55,40.23,1.99,0.2,22.26,pass_outcome_incomplete,22.0,away,407
22351,77.08,24.47,0.41,0.1,31.15,pass_forward,9.0,away,407
22374,75.56,24.88,1.33,0.14,325.21,pass_outcome_incomplete,9.0,away,407
22433,78.73,21.44,2.54,0.29,299.61,pass_forward,64.0,away,407
22456,75.69,23.19,0.35,0.1,157.68,pass_outcome_incomplete,64.0,away,407
22515,78.06,26.29,0.87,0.19,220.51,pass_forward,67.0,away,407
22538,77.85,25.89,0.72,0.07,42.23,pass_outcome_incomplete,67.0,away,407
22597,89.16,26.83,5.25,0.61,0.71,pass_forward,16.0,away,407
22620,89.35,32.85,1.42,0.14,4.11,pass_outcome_incomplete,16.0,away,407
22679,82.19,24.59,1.5,0.18,357.83,pass_forward,75.0,away,407
22702,83.03,27.83,1.32,0.13,38.49,pass_outcome_incomplete,75.0,away,407
22761,98.85,41.79,1.76,0.15,110.53,pass_forward,13.0,away,407
22784,98.19,36.75,0.78,0.09,134.36,pass_outcome_incomplete,13.0,away,407
22843,100.84,31.48,8.24,0.84,64.06,pass_forward,87.0,away,407
22866,115.53,45.99,9.29,0.97,36.06,pass_outcome_incomplete,87.0,away,407
22925,83.93,24.86,0.62,0.11,72.63,pass_forward,71.0,away,407
22948,84.15,25.59,1.0,0.12,18.5,pass_outcome_incomplete,71.0,away,407
23007,78.8,26.92,1.84,0.26,214.49,pass_forward,97.0,home,407
23030,78.45,26.85,0.98,0.08,75.58,pass_outcome_incomplete,97.0,home,407
23089,86.61,27.34,3.39,0.37,3.06,pass_forward,96.0,home,407
23112,87.09,32.35,0.77,0.09,10.18,pass_outcome_incomplete,96.0,home,407
23171,90.2,36.69,4.38,0.48,21.63,pass_forward,23.0,home,407
23194,96.65,42.48,2.54,0.26,68.71,pass_outcome_incomplete,23.0,home,407
23253,84.83,24.02,0.51,0.05,131.82,pass_forward,92.0,home,407
23276,85.02,21.31,1.05,0.12,150.43,pass_outcome_incomplete,92.0,home,407
23335,103.03,32.08,4.57,0.44,44.74,pass_forward,34.0,home,407
23358,114.61,44.25,6.31,0.7,42.42,pass_outcome_incomplete,34.0,home,407
23417,105.09,21.21,5.73,0.58,50.72,pass_forward,22.0,home,407
23440,113.18,35.49,6.83,0.73,19.83,pass_outcome_incomplete,22.0,home,407
23499,100.73,41.76,0.83,0.13,40.74,pass_forward,29.0,home,407
23522,102.43,40.86,1.0,0.11,89.44,pass_outcome_incomplete,29.0,home,407
23581,89.61,19.17,0.89,0.04,23.57,pass_forward,55.0,home,407
23604,93.59,22.9,2.06,0.2,68.92,pass_outcome_incomplete,55.0,home,407
23663,90.05,31.79,3.47,0.34,21.1,pass_forward,54.0,home,407
23686,95.12,37.84,2.76,0.3,60.11,pass_outcome_incomplete,54.0,home,407
23745,98.79,17.17,5.06,0.54,73.51,pass_forward,26.0,home,407
23768,108.1,24.66,3.99,0.43,28.16,pass_outcome_incomplete,26.0,home,407
23827,78.26,20.92,3.64,0.35,313.5,pass_forward,99.0,home,407
23850,75.34,28.96,3.01,0.33,27.11,pass_outcome_incomplete,99.0,home,407
27869,101.55,29.64,2.17,0.26,40.41,pass_forward,94.0,away,470
27874,102.12,30.78,1.5,0.24,357.82,pass_arrived,94.0,away,470
27935,99.85,17.31,1.37,0.2,92.63,pass_forward,57.0,away,470
27940,100.09,17.12,0.6,0.1,243.27,pass_arrived,57.0,away,470
28001,78.63,31.62,3.41,0.42,162.5,pass_forward,32.0,away,470
28006,79.57,29.44,4.86,0.51,146.24,pass_arrived,32.0,away,470
28067,89.4,25.07,3.2,0.39,160.53,pass_forward,53.0,away,470
28072,90.78,23.17,3.89,0.49,153.98,pass_arrived,53.0,away,470
28133,97.51,23.04,1.36,0.15,181.8,pass_forward,95.0,away,470
28138,97.37,22.27,1.49,0.18,214.04,pass_arrived,95.0,away,470
28199,83.86,41.83,2.73,0.23,207.41,pass_forward,26.0,away,470
28204,83.43,40.46,3.39,0.32,185.95,pass_arrived,26.0,away,470
28265,99.38,20.21,2.16,0.32,60.3,pass_forward,98.0,away,470
28270,100.39,21.23,1.53,0.24,19.85,pass_arrived,98.0,away,470
28331,84.79,10.63,1.43,0.08,350.76,pass_forward,23.0,away,470
28336,84.79,11.84,3.12,0.34,20.02,pass_arrived,23.0,away,470
28397,88.7,19.69,1.18,0.17,34.57,pass_forward,47.0,away,470
28402,89.65,20.95,2.34,0.37,56.18,pass_arrived,47.0,away,470
28463,89.81,9.11,0.9,0.08,310.14,pass_forward,43.0,away,470
28468,89.55,10.06,2.91,0.33,0.15,pass_arrived,43.0,away,470
28529,101.35,22.72,0.34,0.03,172.44,pass_forward,8.0,home,470
28534,101.49,22.69,0.15,0.04,163.55,pass_arrived,8.0,home,470
28595,91.37,12.69,1.39,0.11,253.19,pass_forward,82.0,home,470
28600,90.97,12.82,0.89,0.11,329.34,pass_arrived,82.0,home,470
28661,101.26,28.94,3.14,0.35,50.95,pass_forward,61.0,home,470
28666,102.53,29.68,2.28,0.21,52.02,pass_arrived,61.0,home,470
28727,100.29,18.91,1.63,0.25,66.29,pass_forward,71.0,home,470
28732,101.06,19.47,0.86,0.16,34.52,pass_arrived,71.0,home,470
28793,101.38,27.11,1.24,0.17,119.6,pass_forward,72.0,home,470
28798,101.92,26.82,0.79,0.07,191.83,pass_arrived,72.0,home,470
28859,92.04,43.65,3.89,0.42,340.74,pass_forward,19.0,home,470
28864,91.54,45.25,2.5,0.27,342.47,pass_arrived,19.0,home,470
28925,89.27,4.04,4.73,0.5,198.3,pass_forward,14.0,home,470
28930,88.65,2.07,3.04,0.32,199.36,pass_arrived,14.0,home,470
28991,98.83,19.51,1.78,0.24,105.75,pass_forward,62.0,home,470
28996,99.76,19.48,0.9,0.11,85.08,pass_arrived,62.0,home,470
29057,87.24,34.73,4.95,0.57,195.53,pass_forward,11.0,home,470
29062,87.05,32.38,3.87,0.42,177.59,pass_arrived,11.0,home,470
29123,92.44,22.78,2.44,0.27,255.28,pass_forward,33.0,home,470
29128,91.53,22.45,1.39,0.16,201.94,pass_arrived,33.0,home,470
29189,98.2,23.26,0.75,0.1,202.93,pass_forward,65.0,home,470
29194,97.78,22.9,1.28,0.13,235.56,pass_arrived,65.0,home,470
30910,95.63,23.16,3.82,0.49,169.62,pass_forward,94.0,away,515
30915,95.98,21.43,3.03,0.19,184.33,pass_arrived,94.0,away,515
30917,95.97,20.8,2.86,0.28,195.72,pass_outcome_caught,94.0,away,515
30987,97.63,20.04,1.81,0.24,83.09,pass_forward,57.0,away,515
30992,98.05,20.19,0.27,0.03,165.02,pass_arrived,57.0,away,515
30994,97.98,20.09,0.67,0.11,231.15,pass_outcome_caught,57.0,away,515
31064,78.37,24.64,1.16,0.16,28.79,pass_forward,32.0,away,515
31069,78.8,24.61,1.23,0.16,157.38,pass_arrived,32.0,away,515
31071,78.99,24.17,1.95,0.25,169.76,pass_outcome_caught,32.0,away,515
