time,jerseyNumber,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate_x,coordinate_y,speed,direction
151,79,0,9,1,11,0,25.72,24.82,0.03,197.27
151,63,0,9,1,11,0,25.63,28.86,0.26,107.14
151,66,0,10,0,11,0,26.34,24.13,0.03,85.1
151,89,0,9,1,11,0,27.21,29.32,0.02,163.41
152,76,16,9,1,11,0,25.56,27.1,0.74,100.77
152,77,16,9,1,11,0,25.83,27.87,0.32,117.68
152,44,16,9,1,11,0,25.19,26.39,0.28,50.4
152,86,16,10,0,11,0,27.62,23.86,0.14,135.69
152,4,16,6,4,0,11,35.32,24.19,1.57,297.66
152,6,16,10,0,8,3,33.15,27.04,0.01,160.14
152,68,16,10,0,11,0,25.65,25.77,0.54,61.47
152,79,16,10,0,11,0,25.72,24.81,0.25,66.09
152,63,16,9,1,11,0,26.07,28.77,0.67,109.65
152,66,16,10,0,11,0,26.4,24.11,0.51,84.14
152,89,16,10,0,11,0,27.22,29.3,0.43,40.65
153,76,2,10,0,11,0,26.72,26.84,0.84,100.16
153,77,2,10,0,11,0,26.35,27.73,0.39,85.14
153,44,2,10,0,11,0,25.17,26.8,0.31,66.62
153,86,2,10,0,11,0,27.85,23.68,0.26,107.32
153,4,2,10,0,8,3,33.0,25.29,1.91,287.62
153,6,2,10,0,8,3,33.16,27.03,0.01,119.35
153,68,2,10,0,11,0,26.35,26.13,0.54,81.21
153,79,2,10,0,11,0,26.14,25.11,0.47,70.63
153,63,2,10,0,11,0,26.82,28.45,0.54,103.8
153,66,2,10,0,11,0,27.33,24.32,0.7,78.22
153,89,2,10,0,10,1,27.55,30.19,1.22,20.28
154,76,1,10,0,11,0,27.19,26.82,0.43,85.73
154,77,1,10,0,11,0,26.5,27.89,0.56,277.94
154,44,1,10,0,11,0,25.67,26.42,0.86,130.77
154,86,1,10,0,11,0,28.09,23.74,0.26,56.5
154,4,1,10,0,8,3,31.86,25.35,0.44,226.85
154,6,1,10,0,8,3,33.16,27.03,0.01,122.94
154,68,1,10,0,11,0,26.69,25.99,0.45,127.46
154,79,1,10,0,11,0,26.54,25.05,0.38,127.0
154,63,1,10,0,11,0,27.09,28.48,0.4,40.3
154,66,1,10,0,11,0,27.7,24.33,0.23,101.32
154,89,1,10,0,10,1,28.1,31.44,1.62,39.96
223,22,16,2,8,0,11,78.09,5.14,3.26,280.57
223,4,16,3,7,0,11,77.6,24.3,3.12,292.75
223,38,16,2,8,0,11,78.67,48.27,3.27,257.08
223,31,16,2,8,0,11,79.2,45.12,2.75,261.96
223,54,16,3,7,0,11,78.8,9.91,3.25,281.16
223,32,16,4,6,0,11,79.38,30.93,3.12,272.82
223,24,16,4,6,0,11,79.05,13.74,3.28,280.73
223,58,16,2,8,0,11,79.19,34.98,2.98,266.31
223,43,16,4,6,0,11,79.54,17.9,2.93,280.17
223,50,16,4,6,0,11,79.18,40.68,3.11,263.17
223,36,16,4,6,0,11,78.9,22.07,3.44,283.19
224,22,12,2,8,0,11,73.59,5.75,5.56,275.46
224,4,12,4,6,0,11,74.4,25.95,3.62,294.35
224,38,12,2,8,0,11,73.48,47.29,6.84,261.72
224,31,12,3,7,0,11,74.7,44.66,5.92,265.0
224,54,12,3,7,0,11,73.86,10.89,6.18,280.64
224,32,12,4,6,0,11,74.37,31.14,6.48,272.49
224,24,12,4,6,0,11,73.95,14.72,6.46,279.97
224,58,12,4,6,0,11,74.4,34.69,6.29,269.2
224,43,12,4,6,0,11,74.62,18.82,6.38,279.87
224,50,12,4,6,0,11,74.08,40.26,6.46,267.97
224,36,12,4,6,0,11,73.9,23.24,6.5,281.63
225,22,16,2,8,0,11,67.12,6.22,6.85,277.36
225,4,16,4,6,0,11,70.97,27.31,4.19,292.07
225,38,16,2,8,0,11,65.24,46.32,9.07,263.0
225,31,16,3,7,0,11,67.54,44.05,7.78,263.42
225,54,16,3,7,0,11,66.77,12.21,7.81,282.41
225,32,16,4,6,0,11,66.53,31.51,8.64,273.61
225,24,16,4,6,0,11,66.37,15.96,8.43,279.52
225,58,16,4,6,0,11,66.71,34.84,8.44,271.81
225,43,16,4,6,0,11,67.1,20.06,8.3,279.37
225,50,16,4,6,0,11,66.41,40.27,8.25,270.86
225,36,16,4,6,0,11,66.21,24.67,8.52,280.29
226,22,16,1,9,0,11,60.07,7.58,7.33,286.02
226,4,16,2,8,0,11,66.64,29.1,4.9,292.2
226,38,16,2,8,2,9,55.54,45.08,10.07,262.65
226,31,16,3,7,0,11,59.33,42.91,8.39,263.75
226,54,16,3,7,0,11,58.67,14.25,8.61,285.31
226,32,16,4,6,1,10,57.19,32.22,9.64,273.71
226,24,16,3,7,0,11,57.41,17.52,9.22,280.83
226,58,16,4,6,0,11,57.61,35.22,9.33,272.11
226,43,16,3,7,0,11,58.32,21.52,9.08,280.15
226,50,16,4,6,2,9,57.65,40.49,8.95,271.0
226,36,16,5,5,1,10,57.22,26.26,9.34,280.4
227,22,16,1,9,0,11,53.08,10.28,7.6,296.04
227,4,16,0,10,0,11,61.92,31.01,5.28,291.5
227,38,16,3,7,2,9,45.31,43.74,10.36,262.31
227,31,16,3,7,2,9,50.9,42.27,8.39,267.97
227,54,16,3,7,2,9,50.2,16.76,8.7,290.58
227,32,16,4,6,4,7,47.35,32.73,9.72,273.06
227,24,16,3,7,3,8,48.31,19.44,9.1,281.82
227,58,16,5,5,4,7,48.15,35.47,9.06,267.6
227,43,16,4,6,2,9,49.3,23.32,8.75,288.8
227,50,16,4,6,2,9,48.56,40.56,8.99,269.9
227,36,16,4,6,2,9,47.91,28.05,9.06,283.77
228,22,11,2,8,1,10,46.45,14.21,7.68,303.85
228,4,11,0,10,0,11,56.81,32.94,5.64,288.64
228,38,11,4,6,3,8,35.04,42.34,9.66,263.56
228,31,11,3,7,3,8,42.57,42.3,8.0,271.57
228,54,11,3,7,3,8,42.49,20.43,8.18,303.48
228,32,11,5,5,5,6,37.87,33.34,8.49,278.61
228,24,11,4,6,3,8,39.62,21.15,8.45,278.74
228,58,11,6,4,5,6,39.58,34.45,8.03,263.67
228,43,11,5,5,5,6,41.91,27.2,7.6,308.18
228,50,11,5,5,4,7,39.7,40.46,8.4,268.87
228,36,11,5,5,6,5,39.78,30.62,7.0,296.23
229,22,16,2,8,2,9,40.36,18.8,7.19,311.13
229,4,16,0,10,0,11,51.25,34.61,5.88,285.86
229,38,16,4,6,5,6,26.33,41.58,5.66,262.26
229,31,16,5,5,4,7,34.98,42.66,6.28,270.69
229,54,16,5,5,6,5,36.53,25.66,7.58,312.21
229,32,16,6,4,7,4,30.64,35.19,6.47,282.81
229,24,16,2,8,2,9,31.65,22.16,7.22,291.36
229,58,16,7,3,6,5,32.19,33.9,6.8,275.84
229,43,16,5,5,6,5,37.32,32.4,5.84,310.48
229,50,16,6,4,7,4,31.89,40.26,6.13,267.59
229,36,16,6,4,6,5,35.42,33.98,4.35,310.51
230,22,16,2,8,2,9,35.73,23.61,5.3,331.81
230,4,16,0,10,0,11,45.53,36.16,5.81,288.06
230,38,16,4,6,8,3,24.02,40.91,1.39,169.04
230,31,16,6,4,9,2,30.15,42.44,3.13,259.83
230,54,16,6,4,7,4,31.29,30.58,6.31,321.98
230,32,16,8,2,9,2,25.26,36.1,4.02,280.7
230,24,16,4,6,4,7,26.49,26.36,5.88,335.15
230,58,16,8,2,10,1,26.13,35.7,5.43,289.96
230,43,16,6,4,8,3,32.96,34.66,4.24,293.27
230,50,16,6,4,9,2,27.58,39.93,2.74,258.15
230,36,16,6,4,7,4,32.94,36.16,2.82,324.86
231,22,7,1,9,3,8,35.34,27.78,3.61,56.41
231,4,7,1,9,1,10,40.27,38.29,5.27,297.24
231,38,7,8,2,10,1,26.25,40.4,2.03,98.04
231,31,7,8,2,9,2,28.73,41.76,1.36,211.09
231,54,7,8,2,11,0,28.82,35.42,3.72,345.05
231,32,7,8,2,10,1,22.8,36.76,1.15,227.16
231,24,7,9,1,11,0,26.79,32.11,5.25,21.74
231,58,7,7,3,10,1,22.02,37.44,3.3,291.04
231,43,7,8,2,11,0,29.8,36.11,2.7,263.17
231,50,7,8,2,10,1,26.33,39.35,0.82,246.38
231,36,7,8,2,8,3,32.3,38.66,2.53,111.78
232,22,33,1,9,2,9,37.75,30.19,2.43,43.76
232,4,33,6,4,7,4,36.18,40.8,3.79,294.87
232,38,33,9,1,10,1,27.8,40.27,0.93,116.06
232,31,33,9,1,9,2,28.68,40.31,1.1,172.09
232,54,33,9,1,10,1,29.02,37.54,1.13,24.36
232,32,33,8,2,10,1,24.02,37.11,1.96,74.35
232,24,33,9,1,10,1,29.93,35.91,3.5,37.05
232,58,33,5,5,8,3,20.0,38.1,0.99,228.98
232,43,33,8,2,10,1,30.66,38.94,1.89,25.0
232,50,33,8,2,10,1,26.05,39.22,0.3,215.29
232,36,33,8,2,9,2,33.02,40.89,1.18,192.94
265,98,16,6,4,9,2,29.75,24.09,0.15,246.12
265,94,16,7,3,8,3,29.83,36.36,0.12,189.16
265,26,16,8,2,8,3,32.76,29.13,0.16,300.17
265,22,16,1,9,1,10,30.73,15.1,0.03,126.49
265,90,16,8,2,10,1,29.94,30.15,0.11,155.78
265,95,16,7,3,9,2,29.9,27.09,0.09,239.29
265,52,16,8,2,9,2,32.33,32.46,0.14,246.76
265,23,16,6,4,3,8,36.02,37.49,1.61,183.66
265,99,16,8,2,10,1,29.9,32.44,0.1,307.72
265,20,16,0,10,0,11,46.18,28.64,0.85,121.95
265,31,16,7,3,8,3,34.06,35.34,0.77,339.37
266,98,0,6,4,10,1,29.47,24.17,1.0,311.42
266,94,0,7,3,9,2,29.64,36.33,0.86,281.52
266,26,0,8,2,9,2,32.6,29.21,0.45,323.12
266,22,0,1,9,1,10,30.75,15.09,0.56,74.61
266,90,0,8,2,10,1,29.79,30.23,0.32,293.6
266,95,0,8,2,10,1,29.89,27.19,0.81,176.75
266,52,0,8,2,9,2,32.15,32.79,1.13,328.58
266,23,0,7,3,7,4,35.83,34.09,5.18,183.3
266,99,0,8,2,10,1,29.82,32.58,0.45,328.94
266,20,0,0,10,0,11,46.71,27.99,1.13,149.91
266,31,0,7,3,8,3,33.96,35.56,0.64,332.86
267,98,10,6,4,10,1,28.44,25.65,2.67,278.35
267,94,10,6,4,9,2,28.21,36.78,1.16,301.18
267,26,10,8,2,10,1,32.34,30.01,1.44,147.21
267,22,10,0,10,1,10,31.88,15.66,2.5,58.18
267,90,10,8,2,10,1,29.48,30.49,0.95,210.17
267,95,10,8,2,10,1,29.97,28.78,2.28,4.35
267,52,10,8,2,9,2,31.03,34.36,2.1,312.3
267,23,10,7,3,5,6,35.46,27.35,6.5,184.76
267,99,10,8,2,10,1,29.41,33.16,0.64,274.98
267,20,10,0,10,0,11,47.34,26.72,0.87,118.14
267,31,10,7,3,7,4,33.3,36.56,1.72,319.14
268,98,7,8,2,9,2,28.9,29.24,3.34,20.9
268,94,7,7,3,9,2,27.79,37.42,0.74,127.75
268,26,7,7,3,8,3,32.95,31.94,1.8,41.43
268,22,7,1,9,2,9,34.89,17.69,3.38,56.19
268,90,7,7,3,9,2,29.61,32.11,1.48,354.83
268,95,7,7,3,9,2,30.17,31.62,2.32,214.74
268,52,7,7,3,9,2,29.2,35.5,1.18,239.52
268,23,7,2,8,2,9,34.71,21.37,4.84,188.43
268,99,7,7,3,9,2,28.77,32.51,1.43,179.28
268,20,7,0,10,0,11,47.75,27.13,1.79,300.69
268,31,7,7,3,8,3,31.89,38.02,1.24,334.64
269,98,33,7,3,8,3,30.64,31.71,2.04,40.41
269,94,33,7,3,8,3,28.68,37.98,1.08,60.22
269,26,33,7,3,8,3,34.46,32.48,1.5,124.58
269,22,33,1,9,2,9,37.38,19.32,2.08,53.9
269,90,33,7,3,9,2,29.26,33.31,0.6,283.04
269,95,33,7,3,8,3,29.98,33.35,1.38,107.72
269,52,33,7,3,8,3,30.39,36.08,2.01,87.11
269,23,33,1,9,2,9,34.18,17.76,2.46,174.64
269,99,33,7,3,9,2,29.73,30.52,2.01,146.6
269,20,33,0,10,0,11,45.44,29.52,3.77,301.19
269,31,33,7,3,8,3,32.12,38.75,0.74,17.31
298,98,16,7,3,8,3,32.04,22.49,0.11,279.5
298,94,16,6,4,7,4,31.65,35.46,0.06,173.78
298,26,16,8,2,9,2,34.68,30.3,0.22,321.18
298,22,16,2,8,1,10,38.64,16.37,0.51,38.28
298,90,16,7,3,10,1,31.83,29.13,0.05,103.93
298,95,16,7,3,10,1,31.9,25.49,0.02,163.68
298,52,16,7,3,9,2,33.19,27.1,1.66,277.76
298,23,16,3,7,1,10,38.03,39.6,0.32,72.79
298,99,16,8,2,10,1,31.76,31.93,0.06,282.74
298,20,16,0,10,0,11,48.43,29.13,0.63,87.89
298,31,16,7,3,6,5,35.53,22.83,0.89,324.96
299,98,0,7,3,8,3,31.75,22.56,0.84,284.11
299,94,0,6,4,9,2,31.45,35.49,1.16,293.03
299,26,0,8,2,9,2,34.35,30.54,0.78,308.4
299,22,0,2,8,1,10,38.95,16.51,0.82,45.96
299,90,0,7,3,10,1,31.83,29.26,1.17,347.98
299,95,0,7,3,10,1,31.83,25.51,0.97,265.67
299,52,0,7,3,10,1,31.25,27.38,2.39,296.55
299,23,0,2,8,1,10,38.42,39.66,1.0,77.94
299,99,0,7,3,10,1,31.63,31.92,1.06,258.4
299,20,0,0,10,0,11,48.84,29.31,0.7,56.92
299,31,0,7,3,8,3,35.04,23.46,0.82,327.57
300,98,10,6,4,8,3,30.58,22.9,0.94,181.58
300,94,10,4,6,8,3,29.66,36.48,1.64,261.08
300,26,10,7,3,11,0,33.55,31.24,0.44,222.86
300,22,10,1,9,1,10,39.67,17.68,2.31,147.77
300,90,10,7,3,11,0,31.36,31.39,1.43,250.78
300,95,10,6,4,9,2,30.0,25.2,1.4,255.1
300,52,10,7,3,10,1,29.04,29.38,3.33,325.19
300,23,10,0,10,1,10,40.04,40.12,1.84,63.36
300,99,10,7,3,10,1,29.68,31.49,1.77,256.54
300,20,10,0,10,0,11,49.64,29.93,1.21,63.62
300,31,10,7,3,7,4,34.65,24.32,1.97,315.26
