time,x,y,speed,direction,event,jerseyNumber,team,frameId,playId
6,12.43,48.98,2.86,325.97,touchback,31,0,,36
6,35.76,17.99,1.62,329.94,touchback,38,0,,36
6,28.14,36.43,4.74,282.44,touchback,47,0,,36
6,24.97,33.03,3.68,275.97,touchback,50,0,,36
6,31.17,22.8,4.79,298.12,touchback,57,0,,36
6,19.2,40.46,1.2,311.2,touchback,82,0,,36
6,20.01,40.87,0.68,350.59,touchback,88,0,,36
6,29.46,38.89,2.17,273.89,touchback,97,0,,36
6,54.34,36.97,4.7,302.07,touchback,4,1,,36
6,38.45,19.54,6.07,313.61,touchback,22,1,,36
6,29.52,22.6,7.52,293.68,touchback,24,1,,36
6,32.08,48.03,6.69,284.14,touchback,26,1,,36
6,26.4,34.35,7.47,297.24,touchback,32,1,,36
6,26.3,31.11,7.75,285.38,touchback,36,1,,36
6,21.64,48.71,9.56,279.48,touchback,38,1,,36
6,31.4,27.4,6.65,284.84,touchback,43,1,,36
6,28.51,42.52,7.98,284.25,touchback,50,1,,36
6,34.48,25.31,7.55,324.5,touchback,54,1,,36
6,27.36,37.02,6.95,276.31,touchback,58,1,,36
7,33.52,29.64,0.35,284.13,ball_snap,2,0,,51
7,32.81,22.4,5.01,171.08,ball_snap,11,0,,51
7,34.34,43.6,0.47,108.96,ball_snap,15,0,,51
7,27.94,29.37,0.43,58.12,ball_snap,28,0,,51
7,30.84,32.3,0.52,57.44,ball_snap,44,0,,51
7,33.97,28.1,0.17,244.26,ball_snap,63,0,,51
7,34.41,29.5,0.15,228.88,ball_snap,67,0,,51
7,33.98,32.67,0.39,154.51,ball_snap,74,0,,51
7,33.92,31.38,0.36,181.24,ball_snap,75,0,,51
7,33.99,26.13,0.38,241.35,ball_snap,77,0,,51
7,34.06,24.81,0.23,71.94,ball_snap,88,0,,51
7,51.66,29.53,1.18,102.38,ball_snap,20,1,,51
7,36.13,43.09,0.35,123.86,ball_snap,22,1,,51
7,39.94,21.3,5.47,179.39,ball_snap,23,1,,51
7,38.45,32.06,0.26,285.45,ball_snap,26,1,,51
7,38.86,23.48,0.11,206.18,ball_snap,31,1,,51
7,38.71,28.84,0.69,297.18,ball_snap,52,1,,51
7,35.79,29.14,0.22,191.46,ball_snap,90,1,,51
7,35.64,35.26,0.39,262.03,ball_snap,94,1,,51
7,36.12,26.43,0.43,226.33,ball_snap,95,1,,51
7,35.78,22.65,0.83,298.72,ball_snap,98,1,,51
7,35.75,32.08,0.26,235.04,ball_snap,99,1,,51
8,32.7,29.65,1.64,266.23,none,2,0,,51
8,34.17,18.39,4.67,144.57,none,11,0,,51
8,35.4,44.08,2.68,65.9,none,15,0,,51
8,28.71,30.04,2.25,53.89,none,28,0,,51
8,31.76,33.1,2.05,54.66,none,44,0,,51
8,33.62,27.8,1.26,238.5,none,63,0,,51
8,34.16,29.18,1.19,229.1,none,67,0,,51
8,34.24,32.1,1.08,186.31,none,74,0,,51
8,33.94,30.58,1.89,180.64,none,75,0,,51
8,33.17,25.77,1.56,238.87,none,77,0,,51
8,34.65,24.59,2.35,115.42,none,88,0,,51
8,53.0,29.36,1.74,115.39,none,20,1,,51
8,36.85,43.34,2.09,66.51,none,22,1,,51
8,40.52,16.84,3.91,165.98,none,23,1,,51
8,38.12,32.32,0.91,340.25,none,26,1,,51
8,38.92,23.46,0.82,127.78,none,31,1,,51
8,37.67,29.09,1.4,285.2,none,52,1,,51
8,35.32,28.82,1.72,232.16,none,90,1,,51
8,34.89,34.98,0.62,242.01,none,94,1,,51
8,35.18,26.74,1.82,275.98,none,95,1,,51
8,34.36,23.22,2.13,282.37,none,98,1,,51
8,35.5,31.79,1.18,217.78,none,99,1,,51
9,30.46,29.37,1.49,256.27,pass_forward,2,0,,51
9,38.19,14.71,5.78,146.31,pass_forward,11,0,,51
9,39.16,45.66,3.0,75.09,pass_forward,15,0,,51
9,31.45,31.83,2.16,71.68,pass_forward,28,0,,51
9,34.04,34.45,1.85,78.65,pass_forward,44,0,,51
9,31.84,26.93,1.83,251.85,pass_forward,63,0,,51
9,32.6,28.04,1.75,234.35,pass_forward,67,0,,51
9,33.54,30.57,1.94,212.15,pass_forward,74,0,,51
9,33.73,27.69,2.8,200.87,pass_forward,75,0,,51
9,31.4,24.64,1.6,243.72,pass_forward,77,0,,51
9,38.15,22.62,4.43,141.14,pass_forward,88,0,,51
9,54.62,27.78,3.65,165.56,pass_forward,20,1,,51
9,39.89,44.78,2.61,66.05,pass_forward,22,1,,51
9,41.65,13.57,3.68,178.98,pass_forward,23,1,,51
9,37.93,33.72,0.64,228.84,pass_forward,26,1,,51
9,40.09,22.26,2.81,159.28,pass_forward,31,1,,51
9,36.02,29.65,1.51,263.72,pass_forward,52,1,,51
9,33.15,27.01,2.99,225.3,pass_forward,90,1,,51
9,34.75,34.77,0.96,144.66,pass_forward,94,1,,51
9,32.61,26.67,2.48,255.65,pass_forward,95,1,,51
9,31.8,23.51,1.23,263.66,pass_forward,98,1,,51
9,34.29,30.19,2.19,213.67,pass_forward,99,1,,51
10,29.79,29.04,1.01,238.83,pass_outcome_interception,2,0,,51
10,40.18,8.8,5.65,176.9,pass_outcome_interception,11,0,,51
10,40.81,45.62,0.99,163.14,pass_outcome_interception,15,0,,51
10,32.51,31.51,1.4,162.25,pass_outcome_interception,28,0,,51
10,35.19,34.03,1.13,133.14,pass_outcome_interception,44,0,,51
10,30.25,26.61,1.48,235.24,pass_outcome_interception,63,0,,51
10,31.45,27.14,1.39,199.03,pass_outcome_interception,67,0,,51
10,32.31,28.93,1.58,200.35,pass_outcome_interception,74,0,,51
10,32.01,25.58,2.07,223.78,pass_outcome_interception,75,0,,51
10,30.38,24.3,1.38,217.69,pass_outcome_interception,77,0,,51
10,39.77,17.69,5.82,176.58,pass_outcome_interception,88,0,,51
10,54.34,22.36,6.1,192.29,pass_outcome_interception,20,1,,51
10,41.36,45.29,1.08,140.83,pass_outcome_interception,22,1,,51
10,40.52,9.56,4.34,208.72,pass_outcome_interception,23,1,,51
10,38.13,32.72,2.58,168.89,pass_outcome_interception,26,1,,51
10,40.6,18.14,4.95,181.72,pass_outcome_interception,31,1,,51
10,34.97,28.58,2.91,191.06,pass_outcome_interception,52,1,,51
10,31.2,24.66,3.1,205.77,pass_outcome_interception,90,1,,51
10,36.06,33.44,3.0,155.18,pass_outcome_interception,94,1,,51
10,30.48,25.53,2.46,224.14,pass_outcome_interception,95,1,,51
10,32.14,23.46,1.63,127.11,pass_outcome_interception,98,1,,51
10,33.21,28.23,2.15,180.69,pass_outcome_interception,99,1,,51
11,28.63,28.16,2.8,226.83,none,2,0,,51
11,38.96,3.9,4.73,221.69,none,11,0,,51
11,39.65,44.62,2.34,226.49,none,15,0,,51
11,31.95,29.45,2.95,207.96,none,28,0,,51
11,35.64,32.96,2.1,188.18,none,44,0,,51
11,29.48,25.2,2.53,210.44,none,63,0,,51
11,31.76,25.42,2.52,176.36,none,67,0,,51
11,32.43,27.66,1.41,160.22,none,74,0,,51
11,31.03,24.59,1.54,209.46,none,75,0,,51
11,29.74,22.31,3.32,205.05,none,77,0,,51
11,38.66,11.34,6.65,209.72,none,88,0,,51
11,51.96,16.16,6.66,215.12,none,20,1,,51
11,40.89,43.68,2.38,209.68,none,22,1,,51
11,37.5,6.16,5.2,238.59,none,23,1,,51
11,38.8,28.79,4.46,182.7,none,26,1,,51
11,39.61,12.64,5.65,213.52,none,31,1,,51
11,35.0,24.05,5.39,194.65,none,52,1,,51
11,30.49,21.4,4.13,194.76,none,90,1,,51
11,36.9,29.39,4.54,188.87,none,94,1,,51
11,29.23,23.16,3.28,207.27,none,95,1,,51
11,33.96,21.26,3.59,173.37,none,98,1,,51
11,34.31,25.97,2.89,163.19,none,99,1,,51
12,25.7,25.21,4.98,228.35,none,2,0,,51
12,34.03,1.98,6.45,261.86,none,11,0,,51
12,37.34,42.36,4.23,230.46,none,15,0,,51
12,29.7,26.4,3.99,219.9,none,28,0,,51
12,34.24,29.92,4.43,215.44,none,44,0,,51
12,27.51,22.33,4.02,225.48,none,63,0,,51
12,31.56,22.12,3.97,197.36,none,67,0,,51
12,33.16,26.27,1.57,180.74,none,74,0,,51
12,30.33,22.78,2.88,214.05,none,75,0,,51
12,27.39,18.42,5.46,221.16,none,77,0,,51
12,33.19,6.55,7.76,244.97,none,88,0,,51
12,46.69,11.7,7.02,243.27,none,20,1,,51
12,38.86,41.23,4.13,225.89,none,22,1,,51
12,31.61,4.36,7.12,264.13,none,23,1,,51
12,37.49,23.98,5.24,209.78,none,26,1,,51
12,34.36,9.12,7.17,249.36,none,31,1,,51
12,31.98,18.39,7.15,218.54,none,52,1,,51
12,28.84,16.74,5.66,213.95,none,90,1,,51
12,34.45,24.8,5.54,225.48,none,94,1,,51
12,27.34,19.72,4.48,214.77,none,95,1,,51
12,32.49,16.69,5.64,212.53,none,98,1,,51
12,34.55,22.79,2.86,208.87,none,99,1,,51
13,21.23,21.65,5.88,232.2,first_contact,2,0,,51
13,26.4,2.2,8.06,275.08,first_contact,11,0,,51
13,33.17,39.33,5.34,234.67,first_contact,15,0,,51
13,26.91,23.43,3.74,225.55,first_contact,28,0,,51
13,30.57,25.94,5.13,222.7,first_contact,44,0,,51
13,23.84,19.72,4.26,237.22,first_contact,63,0,,51
13,29.32,18.01,4.69,213.23,first_contact,67,0,,51
13,32.28,24.65,1.96,221.74,first_contact,74,0,,51
13,27.73,19.99,3.99,231.21,first_contact,75,0,,51
13,22.53,14.28,7.02,235.23,first_contact,77,0,,51
13,24.9,4.95,8.15,265.74,first_contact,88,0,,51
13,39.64,9.88,7.25,260.67,first_contact,20,1,,51
13,34.97,37.99,5.48,231.59,first_contact,22,1,,51
13,23.5,4.79,8.45,275.4,first_contact,23,1,,51
13,33.66,19.89,5.53,232.16,first_contact,26,1,,51
13,26.41,7.65,8.33,262.46,first_contact,31,1,,51
13,26.18,13.03,7.93,232.57,first_contact,52,1,,51
13,24.14,12.23,6.77,233.33,first_contact,90,1,,51
13,29.19,21.83,6.04,246.72,first_contact,94,1,,51
13,24.14,15.91,4.94,226.38,first_contact,95,1,,51
13,27.94,12.03,6.76,231.58,first_contact,98,1,,51
13,31.84,21.36,2.51,263.58,first_contact,99,1,,51
14,16.51,18.01,5.35,226.93,tackle,2,0,,51
14,18.1,3.31,7.68,276.79,tackle,11,0,,51
14,28.73,36.22,4.9,232.78,tackle,15,0,,51
14,24.41,21.16,2.94,226.76,tackle,28,0,,51
14,27.41,22.41,4.17,218.9,tackle,44,0,,51
14,20.44,17.69,3.42,238.3,tackle,63,0,,51
14,26.55,14.34,4.13,219.17,tackle,67,0,,51
14,30.69,23.44,1.48,246.35,tackle,74,0,,51
14,24.18,17.83,4.14,239.92,tackle,75,0,,51
14,15.92,10.46,7.6,242.56,tackle,77,0,,51
14,17.36,5.15,4.52,270.06,tackle,88,0,,51
14,32.49,9.28,6.64,266.1,tackle,20,1,,51
14,30.36,34.45,5.82,230.99,tackle,22,1,,51
14,14.93,5.87,7.23,279.12,tackle,23,1,,51
14,28.9,17.22,5.16,244.16,tackle,26,1,,51
14,17.96,6.9,7.58,265.91,tackle,31,1,,51
14,19.51,8.82,7.29,241.92,tackle,52,1,,51
14,18.14,8.73,6.48,244.22,tackle,90,1,,51
14,23.46,19.98,5.63,256.69,tackle,94,1,,51
14,20.24,12.99,4.52,243.01,tackle,95,1,,51
14,22.03,8.38,6.47,245.52,tackle,98,1,,51
14,29.89,22.01,1.52,279.2,tackle,99,1,,51
15,5.65,20.86,0.78,24.83,ball_snap,25,0,,77
15,10.07,28.15,0.22,72.23,ball_snap,29,0,,77
15,11.26,32.54,0.07,215.06,ball_snap,33,0,,77
15,8.93,16.9,0.32,82.1,ball_snap,36,0,,77
15,9.02,21.28,0.35,63.43,ball_snap,53,0,,77
15,9.14,24.14,0.42,74.54,ball_snap,54,0,,77
15,12.12,17.16,0.32,44.74,ball_snap,57,0,,77
15,12.21,22.88,0.01,201.94,ball_snap,90,0,,77
15,12.28,28.49,0.19,69.63,ball_snap,91,0,,77
15,12.01,20.15,0.17,175.46,ball_snap,95,0,,77
15,12.26,25.53,0.14,194.89,ball_snap,99,0,,77
15,13.79,32.34,0.23,194.89,ball_snap,11,1,,77
15,14.26,23.5,0.15,66.35,ball_snap,16,1,,77
15,14.79,17.92,0.2,292.12,ball_snap,17,1,,77
15,20.62,23.27,0.25,146.49,ball_snap,30,1,,77
15,13.35,23.58,0.14,314.54,ball_snap,65,1,,77
15,13.84,25.14,0.01,167.29,ball_snap,68,1,,77
15,13.96,21.88,0.29,281.25,ball_snap,76,1,,77
15,13.96,20.4,0.18,283.34,ball_snap,77,1,,77
15,14.27,26.77,0.03,115.81,ball_snap,79,1,,77
15,18.0,23.46,0.3,315.5,ball_snap,86,1,,77
15,13.43,18.49,0.38,184.28,ball_snap,89,1,,77
16,6.23,21.84,1.66,41.46,none,25,0,,77
16,10.38,28.16,1.35,95.01,none,29,0,,77
16,11.36,32.42,0.98,136.66,none,33,0,,77
16,9.43,17.08,1.15,47.07,none,36,0,,77
16,9.41,21.79,1.33,38.63,none,53,0,,77
16,9.74,24.39,1.4,58.58,none,54,0,,77
16,12.52,17.44,0.9,29.72,none,57,0,,77
16,12.2,22.9,0.84,308.43,none,90,0,,77
16,12.55,28.67,0.8,68.98,none,91,0,,77
16,12.11,20.33,0.69,27.46,none,95,0,,77
16,12.35,25.77,0.7,35.3,none,99,0,,77
16,13.69,31.78,1.81,191.9,none,11,1,,77
16,14.68,23.63,1.89,76.27,none,16,1,,77
16,14.43,17.88,1.04,269.59,none,17,1,,77
16,20.4,23.71,1.7,305.1,none,30,1,,77
16,13.2,23.74,0.95,295.48,none,65,1,,77
16,13.84,25.16,0.36,348.66,none,68,1,,77
16,13.62,22.49,1.35,318.75,none,76,1,,77
16,13.8,20.74,0.69,340.92,none,77,1,,77
16,14.26,26.86,0.74,355.03,none,79,1,,77
16,17.4,23.92,2.2,299.64,none,86,1,,77
16,13.51,18.48,0.45,177.37,none,89,1,,77
17,7.87,23.34,2.23,47.27,handoff,25,0,,77
17,12.79,27.78,2.41,115.77,handoff,29,0,,77
17,12.69,31.21,1.6,137.18,handoff,33,0,,77
17,10.41,18.66,2.62,13.26,handoff,36,0,,77
17,10.66,23.23,1.18,48.19,handoff,53,0,,77
17,11.49,25.52,1.05,71.33,handoff,54,0,,77
17,12.88,18.75,1.45,243.04,handoff,57,0,,77
17,10.81,23.83,1.11,292.63,handoff,90,0,,77
17,13.71,29.07,0.96,75.95,handoff,91,0,,77
17,12.55,21.39,1.15,116.82,handoff,95,0,,77
17,13.02,26.6,0.55,148.93,handoff,99,0,,77
17,13.12,28.84,2.56,184.4,handoff,11,1,,77
17,17.96,24.3,3.37,84.35,handoff,16,1,,77
17,12.73,18.06,2.13,303.92,handoff,17,1,,77
17,17.61,24.87,4.21,277.27,handoff,30,1,,77
17,11.56,24.26,1.82,273.55,handoff,65,1,,77
17,13.7,25.88,0.74,315.97,handoff,68,1,,77
17,12.2,23.73,1.32,301.95,handoff,76,1,,77
17,13.56,21.69,1.1,342.47,handoff,77,1,,77
17,14.15,28.22,0.98,352.62,handoff,79,1,,77
17,14.24,25.49,2.71,285.74,handoff,86,1,,77
17,13.38,19.37,1.04,335.62,handoff,89,1,,77
18,9.38,24.74,0.98,75.7,touchdown,25,0,,77
18,14.33,26.13,1.65,181.61,touchdown,29,0,,77
18,13.28,30.15,1.52,208.88,touchdown,33,0,,77
18,10.43,22.03,2.7,346.47,touchdown,36,0,,77
18,11.07,23.38,0.34,177.12,touchdown,53,0,,77
18,11.42,25.22,1.0,223.14,touchdown,54,0,,77
18,11.97,20.13,2.01,307.93,touchdown,57,0,,77
18,10.33,23.7,0.48,214.35,touchdown,90,0,,77
18,14.41,29.03,1.43,137.24,touchdown,91,0,,77
18,12.44,22.51,1.05,336.35,touchdown,95,0,,77
18,11.96,26.2,1.82,239.78,touchdown,99,0,,77
18,13.27,26.86,1.41,186.18,touchdown,11,1,,77
18,21.11,24.28,1.72,90.62,touchdown,16,1,,77
18,11.1,20.31,2.66,320.59,touchdown,17,1,,77
18,12.29,24.62,4.08,262.72,touchdown,30,1,,77
18,9.77,23.9,1.4,239.34,touchdown,65,1,,77
18,12.76,25.97,1.56,251.36,touchdown,68,1,,77
18,11.5,23.94,0.54,279.69,touchdown,76,1,,77
18,13.08,22.82,1.24,326.68,touchdown,77,1,,77
18,14.03,28.77,0.49,59.6,touchdown,79,1,,77
18,12.45,25.38,1.5,242.97,touchdown,86,1,,77
18,12.62,20.27,1.57,307.75,touchdown,89,1,,77
19,9.37,23.67,0.89,273.93,none,25,0,,77
19,9.43,24.15,1.2,175.2,none,29,0,,77
19,10.04,24.84,1.78,239.37,none,33,0,,77
19,10.22,24.33,1.02,218.08,none,36,0,,77
19,10.2,23.19,0.56,171.15,none,53,0,,77
19,11.72,23.29,0.98,299.96,none,54,0,,77
19,15.32,26.89,2.33,179.01,none,57,0,,77
19,10.93,21.32,1.6,310.62,none,90,0,,77
19,12.97,24.96,1.39,243.86,none,91,0,,77
19,10.74,23.69,0.52,245.69,none,95,0,,77
19,9.82,21.18,1.85,296.14,none,99,0,,77
19,11.49,24.38,1.09,238.71,none,11,1,,77
19,9.84,23.99,1.09,201.1,none,16,1,,77
19,12.86,25.98,0.63,177.3,none,17,1,,77
19,14.47,29.06,0.51,153.65,none,30,1,,77
19,12.25,23.68,0.94,289.21,none,65,1,,77
19,9.31,21.96,2.03,294.7,none,68,1,,77
19,11.04,23.93,0.8,255.88,none,77,1,,77
19,10.92,24.85,1.82,237.14,none,79,1,,77
19,9.15,23.05,0.81,199.92,none,86,1,,77
19,21.35,24.3,0.7,235.9,none,89,1,,77
19,11.24,28.86,1.9,238.09,none,76,1,,94
20,19.65,23.29,0.01,82.28,ball_snap,25,0,,94
20,20.28,29.95,0.07,37.57,ball_snap,29,0,,94
20,24.24,31.0,0.37,59.82,ball_snap,33,0,,94
20,24.53,21.23,0.39,68.01,ball_snap,36,0,,94
20,20.29,27.54,0.02,44.67,ball_snap,50,0,,94
20,24.88,23.75,0.12,68.62,ball_snap,57,0,,94
20,24.34,25.52,0.09,112.89,ball_snap,90,0,,94
20,24.47,24.9,0.1,43.67,ball_snap,91,0,,94
20,24.08,27.92,0.02,167.23,ball_snap,95,0,,94
20,24.36,29.31,0.14,108.33,ball_snap,97,0,,94
20,24.39,27.19,0.02,157.29,ball_snap,99,0,,94
20,35.72,23.93,0.18,295.59,ball_snap,4,1,,94
20,33.15,27.05,0.01,151.13,ball_snap,6,1,,94
20,24.75,26.45,0.27,99.32,ball_snap,44,1,,94
20,25.63,28.86,0.26,107.14,ball_snap,63,1,,94
20,26.34,24.13,0.03,85.1,ball_snap,66,1,,94
20,25.47,25.67,0.07,68.68,ball_snap,68,1,,94
20,25.35,27.11,0.06,146.85,ball_snap,76,1,,94
20,25.78,27.96,0.09,216.78,ball_snap,77,1,,94
20,25.72,24.82,0.03,197.27,ball_snap,79,1,,94
20,27.62,23.87,0.01,283.04,ball_snap,86,1,,94
20,27.21,29.32,0.02,163.41,ball_snap,89,1,,94
21,19.67,23.28,0.53,177.0,none,25,0,,94
21,20.28,29.98,0.22,50.15,none,29,0,,94
21,25.15,30.87,2.88,101.34,none,33,0,,94
21,25.41,21.53,2.27,69.89,none,36,0,,94
21,20.31,27.54,0.01,81.7,none,50,0,,94
21,25.19,23.78,0.94,80.93,none,57,0,,94
21,24.55,25.66,0.7,56.31,none,90,0,,94
21,24.66,25.07,0.52,45.61,none,91,0,,94
21,24.16,27.88,0.9,108.51,none,95,0,,94
21,24.76,29.35,1.08,97.25,none,97,0,,94
21,24.45,27.16,0.67,103.44,none,99,0,,94
21,35.32,24.19,1.57,297.66,none,4,1,,94
21,33.15,27.04,0.01,160.14,none,6,1,,94
21,25.19,26.39,0.28,50.4,none,44,1,,94
21,26.07,28.77,0.67,109.65,none,63,1,,94
