time,jerseyNumber,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate_x,coordinate_y,speed,direction
102,53,10,10,0,11,0,10.66,23.23,1.18,48.19
102,95,10,10,0,11,0,12.55,21.39,1.15,116.82
102,54,10,10,0,11,0,11.49,25.52,1.05,71.33
102,36,10,8,2,9,2,10.41,18.66,2.62,13.26
102,25,10,10,0,10,1,7.87,23.34,2.23,47.27
102,29,10,10,0,11,0,12.79,27.78,2.41,115.77
102,91,10,8,2,10,1,13.71,29.07,0.96,75.95
102,57,10,8,2,10,1,12.88,18.75,1.45,243.04
102,99,10,10,0,11,0,13.02,26.6,0.55,148.93
102,33,10,8,2,9,2,12.69,31.21,1.6,137.18
103,90,35,10,0,10,1,10.33,23.7,0.48,214.35
103,53,35,10,0,10,1,11.07,23.38,0.34,177.12
103,95,35,10,0,11,0,12.44,22.51,1.05,336.35
103,54,35,10,0,11,0,11.42,25.22,1.0,223.14
103,36,35,10,0,10,1,10.43,22.03,2.7,346.47
103,25,35,10,0,10,1,9.38,24.74,0.98,75.7
103,29,35,10,0,11,0,14.33,26.13,1.65,181.61
103,91,35,10,0,11,0,14.41,29.03,1.43,137.24
103,57,35,9,1,10,1,11.97,20.13,2.01,307.93
103,99,35,10,0,11,0,11.96,26.2,1.82,239.78
103,33,35,9,1,10,1,13.28,30.15,1.52,208.88
104,90,16,10,0,10,1,10.93,21.32,1.6,310.62
104,53,16,10,0,10,1,10.2,23.19,0.56,171.15
104,95,16,10,0,10,1,10.74,23.69,0.52,245.69
104,54,16,10,0,11,0,11.72,23.29,0.98,299.96
104,36,16,10,0,10,1,10.22,24.33,1.02,218.08
104,25,16,10,0,10,1,9.37,23.67,0.89,273.93
104,29,16,10,0,10,1,9.43,24.15,1.2,175.2
104,91,16,10,0,11,0,12.97,24.96,1.39,243.86
104,57,16,10,0,11,0,15.32,26.89,2.33,179.01
104,99,16,10,0,10,1,9.82,21.18,1.85,296.14
104,33,16,10,0,10,1,10.04,24.84,1.78,239.37
151,90,0,10,0,10,1,24.34,25.52,0.09,112.89
151,97,0,10,0,10,1,24.36,29.31,0.14,108.33
151,95,0,10,0,10,1,24.08,27.92,0.02,167.23
151,36,0,10,0,9,2,24.53,21.23,0.39,68.01
151,25,0,10,0,9,2,19.65,23.29,0.01,82.28
151,50,0,10,0,9,2,20.29,27.54,0.02,44.67
151,29,0,10,0,9,2,20.28,29.95,0.07,37.57
151,91,0,10,0,10,1,24.47,24.9,0.1,43.67
151,57,0,10,0,10,1,24.88,23.75,0.12,68.62
151,99,0,10,0,10,1,24.39,27.19,0.02,157.29
151,33,0,10,0,10,1,24.24,31.0,0.37,59.82
152,90,16,10,0,10,1,24.55,25.66,0.7,56.31
152,97,16,10,0,10,1,24.76,29.35,1.08,97.25
152,95,16,10,0,10,1,24.16,27.88,0.9,108.51
152,36,16,10,0,10,1,25.41,21.53,2.27,69.89
152,25,16,10,0,9,2,19.67,23.28,0.53,177.0
152,50,16,10,0,9,2,20.31,27.54,0.01,81.7
152,29,16,10,0,9,2,20.28,29.98,0.22,50.15
152,91,16,10,0,10,1,24.66,25.07,0.52,45.61
152,57,16,10,0,10,1,25.19,23.78,0.94,80.93
152,99,16,10,0,10,1,24.45,27.16,0.67,103.44
152,33,16,10,0,10,1,25.15,30.87,2.88,101.34
153,90,2,10,0,11,0,25.42,26.24,0.57,86.74
153,97,2,10,0,11,0,26.33,29.0,0.95,116.1
153,95,2,10,0,11,0,25.74,27.36,1.02,114.23
153,36,2,9,1,11,0,28.64,22.79,2.62,65.94
153,25,2,9,1,8,3,19.76,22.17,1.38,158.29
153,50,2,10,0,9,2,20.31,27.54,0.0,180.92
153,29,2,9,1,9,2,20.75,30.12,0.66,82.16
153,91,2,10,0,11,0,25.11,25.53,0.29,166.96
153,57,2,10,0,11,0,26.64,24.02,0.99,96.81
153,99,2,10,0,11,0,25.71,26.86,1.12,105.94
153,33,2,9,1,11,0,29.78,29.75,4.84,112.39
154,90,1,10,0,11,0,25.43,25.94,1.03,188.16
154,97,1,10,0,11,0,26.49,28.7,0.31,133.19
154,95,1,10,0,11,0,25.97,27.08,0.45,135.17
154,36,1,8,2,11,0,30.04,23.54,0.74,58.71
154,25,1,9,1,8,3,20.75,20.86,1.72,131.67
154,50,1,8,2,9,2,20.31,27.52,0.65,146.52
154,29,1,8,2,9,2,21.49,30.08,0.83,121.7
154,91,1,10,0,11,0,24.52,25.08,0.71,208.49
154,57,1,10,0,11,0,27.13,23.57,0.86,133.88
154,99,1,10,0,11,0,26.51,26.57,0.93,108.61
154,33,1,7,3,11,0,33.85,27.2,4.56,129.76
223,97,16,2,8,0,11,60.7,40.22,0.44,214.28
223,82,16,0,10,0,11,27.88,15.47,1.72,334.66
223,30,16,1,9,0,11,60.51,46.27,0.29,183.36
223,88,16,0,10,0,11,28.03,37.81,0.02,269.48
223,50,16,0,10,0,11,35.24,26.84,0.23,51.2
223,57,16,2,8,0,11,60.59,12.98,0.72,290.32
223,31,16,0,10,0,11,14.07,23.06,1.02,350.35
223,47,16,1,9,0,11,60.82,32.2,0.39,249.92
223,38,16,1,9,0,11,60.52,4.76,0.84,273.6
223,17,16,0,10,0,11,7.15,33.46,1.34,16.58
223,26,16,1,9,0,11,60.71,19.61,0.41,269.56
224,97,12,2,8,0,11,59.66,39.89,3.07,258.03
224,82,12,0,10,0,11,26.58,17.95,3.81,336.23
224,30,12,1,9,0,11,59.78,45.96,2.82,248.37
224,88,12,0,10,0,11,27.95,37.78,1.45,249.98
224,50,12,0,10,0,11,35.34,27.38,1.61,1.78
224,57,12,2,8,0,11,59.01,13.28,3.56,281.76
224,31,12,0,10,0,11,14.16,24.95,2.93,42.17
224,47,12,1,9,0,11,59.85,32.05,3.04,265.31
224,38,12,1,9,0,11,58.78,5.14,3.42,287.67
224,17,12,0,10,0,11,7.53,35.35,1.76,145.81
224,26,12,1,9,0,11,59.73,19.77,2.89,279.84
225,97,16,2,8,0,11,54.71,39.09,5.83,264.9
225,82,16,0,10,0,11,24.89,22.46,5.53,340.71
225,30,16,1,9,0,11,55.24,44.24,5.9,252.95
225,88,16,0,10,0,11,25.2,36.77,3.12,249.52
225,50,16,0,10,0,11,35.32,30.04,3.06,10.12
225,57,16,2,8,0,11,53.69,14.48,6.31,284.52
225,31,16,0,10,0,11,14.75,28.8,4.07,7.06
225,47,16,1,9,0,11,54.73,31.79,6.15,268.41
225,38,16,1,9,0,11,54.02,6.94,6.12,293.65
225,17,16,0,10,0,11,7.31,36.77,0.64,250.71
225,26,16,1,9,0,11,54.99,20.59,5.9,281.04
226,97,16,2,8,2,9,48.2,38.88,6.27,266.99
226,82,16,2,8,0,11,22.96,28.31,5.77,344.21
226,30,16,1,9,2,9,48.6,42.62,7.31,256.93
226,88,16,2,8,0,11,22.39,35.71,1.82,254.71
226,50,16,0,10,0,11,36.59,33.27,3.43,33.65
226,57,16,2,8,0,11,46.96,16.44,6.69,290.69
226,31,16,3,7,0,11,15.03,32.9,3.52,318.97
226,47,16,2,8,1,10,47.72,31.66,6.81,266.08
226,38,16,1,9,0,11,47.72,10.04,7.06,301.58
226,17,16,1,9,0,11,7.46,36.75,0.96,51.97
226,26,16,2,8,1,10,48.29,22.06,6.83,287.29
227,97,16,3,7,5,6,42.36,38.37,4.99,258.18
227,82,16,2,8,0,11,21.83,33.38,3.77,249.02
227,30,16,3,7,4,7,41.12,40.83,7.46,248.07
227,88,16,2,8,0,11,21.7,35.73,0.64,192.05
227,50,16,3,7,2,9,38.85,35.6,1.43,118.49
227,57,16,2,8,3,8,41.3,19.19,5.65,300.08
227,31,16,3,7,0,11,14.31,35.77,2.75,149.14
227,47,16,4,6,3,8,41.31,30.88,5.38,266.69
227,38,16,1,9,2,9,42.15,14.35,6.51,317.87
227,17,16,1,9,0,11,8.75,38.05,2.28,43.88
227,26,16,2,8,4,7,42.15,24.66,5.8,302.9
228,97,11,4,6,6,5,38.33,36.89,4.78,252.0
228,82,11,2,8,0,11,22.41,35.79,2.66,28.13
228,30,11,4,6,6,5,34.92,37.04,6.37,233.44
228,88,11,2,8,0,11,22.01,36.69,1.89,15.1
228,50,11,4,6,7,4,37.84,35.32,2.48,254.55
228,57,11,3,7,4,7,37.1,21.96,4.84,293.94
228,31,11,3,7,0,11,15.62,38.38,3.42,39.14
228,47,11,5,5,5,6,37.04,31.13,3.59,295.01
228,38,11,2,8,4,7,39.06,19.53,5.56,336.26
228,17,11,1,9,0,11,10.64,39.87,3.12,73.87
228,26,11,6,4,6,5,38.62,28.2,4.44,325.53
229,97,16,5,5,7,4,33.13,35.58,6.02,266.52
229,82,16,5,5,4,7,24.29,38.21,3.01,42.64
229,30,16,5,5,8,3,30.83,33.59,4.08,250.52
229,88,16,3,7,3,8,22.61,39.41,2.5,11.39
229,50,16,4,6,7,4,34.22,34.55,3.92,274.28
229,57,16,2,8,3,8,32.37,23.16,4.98,294.06
229,31,16,3,7,1,10,18.53,40.9,3.03,68.12
229,47,16,5,5,7,4,34.8,33.68,3.35,315.54
229,38,16,3,7,5,6,37.45,24.44,4.54,330.56
229,17,16,3,7,0,11,14.78,39.42,5.54,99.67
229,26,16,6,4,6,5,36.93,31.9,4.22,323.59
230,97,16,8,2,9,2,26.51,36.24,6.03,282.81
230,82,16,8,2,7,4,26.35,39.99,1.33,72.95
230,30,16,10,0,9,2,27.49,34.16,2.86,302.13
230,88,16,6,4,5,6,23.02,41.28,1.34,77.19
230,50,16,9,1,8,3,30.24,35.91,3.32,290.09
230,57,16,3,7,5,6,28.31,26.21,4.74,300.2
230,31,16,5,5,5,6,20.94,40.62,2.05,116.57
230,47,16,6,4,8,3,32.27,35.79,2.98,319.85
230,38,16,5,5,5,6,34.71,27.32,2.68,324.24
230,17,16,6,4,5,6,21.38,38.31,6.04,86.31
230,26,16,6,4,7,4,33.53,34.78,4.11,293.48
231,97,7,9,1,8,3,21.52,38.11,4.4,290.37
231,82,7,9,1,9,2,26.55,39.47,0.26,210.31
231,30,7,9,1,9,2,26.16,36.2,1.42,337.18
231,88,7,9,1,9,2,24.64,39.99,1.53,129.36
231,50,7,9,1,9,2,28.07,36.67,1.61,297.73
231,57,7,9,1,9,2,28.8,31.33,5.17,22.82
231,31,7,8,2,8,3,22.19,39.42,1.35,104.65
231,47,7,9,1,10,1,31.17,38.33,3.02,145.71
231,38,7,2,8,4,7,34.46,28.86,2.32,61.96
231,17,7,9,1,9,2,26.56,40.02,3.83,76.72
231,26,7,10,0,10,1,29.7,35.28,2.71,285.12
232,97,33,5,5,4,7,18.24,39.19,2.32,274.36
232,82,33,9,1,10,1,26.41,39.72,0.16,160.67
232,30,33,9,1,9,2,26.13,36.63,0.36,126.2
232,88,33,9,1,9,2,25.26,39.53,0.51,68.61
232,50,33,9,1,10,1,27.31,37.39,0.44,236.36
232,57,33,9,1,10,1,32.07,35.47,4.6,45.94
232,31,33,9,1,9,2,23.46,39.87,1.15,61.5
232,47,33,8,2,9,2,32.36,41.5,1.78,31.75
232,38,33,2,8,5,6,36.61,31.21,2.07,40.73
232,17,33,8,2,10,1,28.82,39.96,1.41,111.75
232,26,33,9,1,10,1,28.35,36.17,1.03,323.99
265,15,16,0,10,2,9,28.23,14.95,0.1,122.02
265,2,16,9,1,8,3,27.48,29.51,0.02,136.71
265,63,16,9,1,8,3,27.94,28.02,0.19,74.4
265,67,16,9,1,8,3,28.24,29.49,0.1,55.95
265,74,16,9,1,9,2,27.9,32.79,0.12,203.41
265,88,16,9,1,8,3,27.69,34.14,0.21,161.36
265,11,16,7,3,6,5,27.19,37.87,2.55,182.74
265,44,16,9,1,8,3,24.66,32.05,0.02,101.58
265,28,16,8,2,4,7,21.41,29.39,0.02,124.35
265,75,16,9,1,8,3,27.64,31.82,0.21,70.9
265,77,16,8,2,6,5,27.92,26.27,0.23,59.81
266,15,0,0,10,2,9,28.53,15.04,1.1,68.95
266,2,0,9,1,9,2,27.45,29.54,1.27,297.0
266,63,0,9,1,9,2,28.19,28.24,1.46,51.14
266,67,0,9,1,9,2,28.31,29.71,0.75,15.86
266,74,0,9,1,9,2,28.04,32.91,0.72,46.5
266,88,0,9,1,8,3,27.85,34.44,0.88,82.92
266,11,0,9,1,9,2,26.46,33.35,6.26,193.13
266,44,0,9,1,8,3,24.7,32.1,1.68,42.12
266,28,0,9,1,4,7,21.46,29.44,1.38,43.44
266,75,0,9,1,9,2,28.04,31.38,0.88,94.5
266,77,0,9,1,7,4,28.11,26.64,1.19,24.48
267,15,10,0,10,2,9,30.36,15.9,3.22,58.52
267,2,10,9,1,7,4,25.04,30.65,3.26,282.67
267,63,10,9,1,9,2,30.22,29.87,2.63,45.41
267,67,10,9,1,9,2,28.66,30.89,1.29,11.48
267,74,10,9,1,9,2,28.87,33.83,1.12,54.58
267,88,10,8,2,7,4,27.9,35.84,1.31,346.02
267,11,10,8,2,5,6,24.47,25.86,7.6,185.48
267,44,10,9,1,8,3,27.11,34.63,4.09,46.34
267,28,10,9,1,7,4,23.59,31.3,3.62,66.48
267,75,10,9,1,9,2,29.37,31.86,2.03,50.54
267,77,10,9,1,9,2,28.89,28.47,2.35,19.51
268,15,7,1,9,2,9,33.89,18.37,4.0,56.21
268,2,7,5,5,6,5,21.34,30.71,2.64,257.15
268,63,7,7,3,8,3,31.78,31.81,2.05,48.51
268,67,7,8,2,8,3,28.75,32.25,1.41,319.58
268,74,7,8,2,8,3,28.7,34.91,1.12,283.87
268,88,7,8,2,8,3,27.3,36.91,0.88,185.4
268,11,7,1,9,2,9,25.19,18.51,6.1,156.57
268,44,7,7,3,8,3,30.35,37.45,2.78,50.35
268,28,7,8,2,8,3,27.92,31.99,3.54,83.94
268,75,7,7,3,8,3,30.94,34.07,3.1,26.83
268,77,7,8,2,8,3,29.63,30.99,2.2,15.32
269,15,33,1,9,2,9,36.85,20.24,2.31,52.42
269,2,33,1,9,2,9,20.07,29.82,1.02,178.68
269,63,33,7,3,8,3,33.37,32.54,1.63,93.43
269,67,33,8,2,8,3,28.5,33.53,0.54,325.17
269,74,33,7,3,8,3,28.84,36.08,1.25,33.95
269,88,33,7,3,8,3,28.01,37.44,1.04,80.57
269,11,33,1,9,2,9,28.85,14.95,4.14,109.97
269,44,33,7,3,8,3,31.37,38.23,0.78,65.13
269,28,33,7,3,8,3,30.45,32.27,1.64,65.33
269,75,33,7,3,8,3,32.19,37.24,2.76,27.26
269,77,33,7,3,8,3,30.05,32.63,1.18,17.03
298,15,16,4,6,5,6,30.02,18.56,0.04,180.8
298,2,16,9,1,8,3,29.42,29.54,0.05,168.29
298,63,16,9,1,8,3,29.81,28.03,0.11,199.1
298,67,16,9,1,8,3,30.4,29.56,0.04,215.89
298,74,16,9,1,6,5,29.69,33.05,0.26,321.89
298,88,16,9,1,7,4,28.77,25.02,0.28,122.2
298,11,16,4,6,5,6,29.89,38.49,0.02,265.62
298,44,16,9,1,6,5,26.12,26.8,0.56,157.02
298,28,16,8,2,3,8,23.18,29.48,0.07,73.88
298,75,16,9,1,7,4,29.68,31.7,0.16,119.12
298,77,16,9,1,8,3,30.01,25.94,0.08,287.35
299,15,0,4,6,5,6,30.07,18.61,1.68,32.12
299,2,0,9,1,8,3,29.26,29.62,1.67,294.06
299,63,0,9,1,8,3,29.95,28.33,1.54,34.92
299,67,0,9,1,8,3,30.42,29.63,0.78,9.46
299,74,0,9,1,6,5,29.61,33.58,1.28,321.73
299,88,0,9,1,7,4,29.12,24.69,0.82,146.77
299,11,0,4,6,5,6,29.97,38.51,1.72,76.78
299,44,0,9,1,8,3,26.58,27.21,1.53,44.64
299,28,0,8,2,5,6,23.34,29.66,1.84,47.04
299,75,0,9,1,8,3,29.86,31.82,0.42,116.2
299,77,0,9,1,8,3,29.94,26.14,0.26,284.66
300,15,10,5,5,7,4,31.77,21.66,4.65,25.82
300,2,10,8,2,7,4,26.26,30.86,3.53,284.7
300,63,10,10,0,8,3,31.69,30.42,2.45,59.35
300,67,10,10,0,8,3,30.6,31.08,1.15,7.58
300,74,10,8,2,5,6,29.62,35.55,1.99,5.4
300,88,10,8,2,7,4,29.71,23.76,1.23,105.38
300,11,10,4,6,5,6,33.41,39.38,4.12,75.09
300,44,10,9,1,8,3,28.19,28.99,1.96,28.45
300,28,10,8,2,6,5,26.03,31.95,4.62,55.13
300,75,10,9,1,8,3,29.68,32.35,0.71,274.48
300,77,10,9,1,7,4,29.7,25.69,1.36,209.35
