time,jerseyNumber,team,behaviour,coordinate_x,coordinate_y,speed,direction,closeTeams_1,closeTeams_2,closeTeams_3,closeTeams_4,closeTeams_5,closeTeams_6,closeTeams_7,closeTeams_8,closeTeams_9,closeTeams_10,distantTeams_1,distantTeams_2,distantTeams_3,distantTeams_4,distantTeams_5,distantTeams_6,distantTeams_7,distantTeams_8,distantTeams_9,distantTeams_10,closeOps_1,closeOps_2,closeOps_3,closeOps_4,closeOps_5,closeOps_6,closeOps_7,closeOps_8,closeOps_9,closeOps_10,closeOps_11,distantOps_1,distantOps_2,distantOps_3,distantOps_4,distantOps_5,distantOps_6,distantOps_7,distantOps_8,distantOps_9,distantOps_10,distantOps_11
0,22,1,12,77.88,5.25,4.22,277.23,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,24,26,32,36,38,43,50,54,58,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,24,26,30,31,32,36,38,43,47
0,24,1,12,78.45,13.88,4.14,278.41,24,43,54,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,58,-1,-1,24,43,54,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
0,26,1,12,77.76,44.56,3.96,268.1,26,38,50,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,54,58,-1,-1,26,38,50,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
0,32,1,12,77.06,30.45,4.78,265.24,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
0,36,1,12,76.82,22.03,4.76,280.34,4,36,43,-1,-1,-1,-1,-1,-1,-1,22,24,26,32,38,50,54,58,-1,-1,4,36,43,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,32,38,47,50,54
0,38,1,12,77.1,47.84,4.85,257.8,26,38,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,50,54,58,-1,26,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
0,43,1,12,77.25,17.78,5.03,274.33,24,36,43,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,38,50,54,58,-1,-1,24,36,43,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,38,47,50,54
0,50,1,12,77.9,40.55,4.46,265.02,26,50,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,38,43,54,58,-1,26,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
0,54,1,12,77.45,11.08,4.77,276.67,24,54,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,43,50,58,-1,24,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,43,47
0,58,1,12,77.43,34.98,4.61,264.53,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
1,17,0,16,7.13,34.14,3.92,17.6,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,30,31,38,47,50,57,82,88,97,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,30,31,32,36,38,43,47
1,26,0,16,58.67,20.01,3.59,278.43,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,30,31,38,47,50,57,82,88,97,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,30,0,16,57.28,46.04,4.78,256.1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,97,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
1,31,0,16,14.7,24.25,3.92,11.15,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,38,47,50,57,82,88,97,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,32,36,38,43,47
1,38,0,16,57.64,5.81,4.61,283.51,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,47,50,57,82,88,97,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,47,0,16,59.05,31.94,3.97,266.42,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,50,57,82,88,97,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,50,0,16,34.42,28.04,1.91,312.86,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,57,82,88,97,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,57,0,16,57.32,13.19,4.82,273.65,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,82,88,97,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,82,0,16,26.74,19.04,4.54,332.32,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,88,97,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,88,0,16,27.47,37.56,1.84,286.85,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,82,97,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,97,0,16,58.23,39.34,4.4,261.62,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,82,88,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,4,1,16,73.28,26.5,3.51,298.67,4,32,36,-1,-1,-1,-1,-1,-1,-1,22,24,26,38,43,50,54,58,-1,-1,4,32,36,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,38,43,47,50,54
1,22,1,16,72.16,5.78,6.58,275.55,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,24,26,32,36,38,43,50,54,58,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,24,26,30,31,32,36,38,43,47
1,24,1,16,72.37,14.87,7.39,279.19,24,43,54,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,58,-1,-1,24,43,54,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
1,26,1,16,72.34,44.46,6.61,269.35,26,38,50,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,54,58,-1,-1,26,38,50,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,32,1,16,70.67,30.09,7.57,269.6,4,32,58,-1,-1,-1,-1,-1,-1,-1,22,24,26,36,38,43,50,54,-1,-1,4,32,58,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,36,38,43,47,50
1,36,1,16,70.44,22.97,7.59,276.81,4,36,43,-1,-1,-1,-1,-1,-1,-1,22,24,26,32,38,50,54,58,-1,-1,4,36,43,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,32,38,47,50,54
1,38,1,16,70.46,46.62,7.92,261.72,26,38,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,50,54,58,-1,26,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,43,1,16,70.53,18.2,7.54,273.92,24,36,43,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,38,50,54,58,-1,-1,24,36,43,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,38,47,50,54
1,50,1,16,71.64,40.21,7.26,268.64,26,50,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,38,43,54,58,-1,26,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
1,54,1,16,71.08,11.89,7.3,277.41,24,54,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,43,50,58,-1,24,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,43,47
1,58,1,16,71.1,34.47,7.47,266.84,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
2,17,0,16,8.14,38.06,3.69,180.14,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,30,31,38,47,50,57,82,88,97,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,30,31,32,36,38,43,47
2,26,0,16,53.39,20.7,6.17,278.07,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,30,31,38,47,50,57,82,88,97,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,30,0,16,50.97,44.35,7.18,256.49,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,97,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
2,31,0,16,15.74,29.32,5.51,110.57,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,38,47,50,57,82,88,97,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,32,36,38,43,47
2,38,0,16,51.89,7.6,6.66,290.57,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,47,50,57,82,88,97,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,47,0,16,52.9,31.49,6.92,266.76,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,50,57,82,88,97,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,50,0,16,32.3,29.6,2.6,295.99,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,57,82,88,97,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,57,0,16,51.21,13.94,6.39,282.59,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,82,88,97,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,82,0,16,24.31,24.15,6.26,334.32,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,88,97,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,88,0,16,24.63,38.37,2.82,286.43,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,82,97,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,97,0,16,52.07,38.74,6.86,268.49,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,82,88,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,4,1,16,70.11,28.29,3.99,299.75,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,26,32,36,38,43,50,54,58,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,32,36,38,43,47
2,22,1,16,64.88,6.58,7.58,280.03,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,24,26,32,36,38,43,50,54,58,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,24,26,30,31,32,36,38,43,47
2,24,1,16,63.96,16.2,8.94,279.28,24,43,54,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,58,-1,-1,24,43,54,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
2,26,1,16,64.62,44.41,8.18,269.65,26,38,50,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,54,58,-1,-1,26,38,50,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,32,1,16,62.02,30.38,9.21,273.11,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
2,36,1,16,61.85,23.86,9.12,277.56,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,32,38,43,50,54,58,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,38,43,47
2,38,1,16,61.52,45.6,9.52,264.46,26,38,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,50,54,58,-1,26,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,43,1,16,62.26,18.85,8.61,276.4,24,43,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,54,58,-1,24,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
2,50,1,16,63.46,40.21,8.62,270.48,26,50,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,38,43,54,58,-1,26,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
2,54,1,16,63.06,12.99,8.48,279.55,24,54,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,43,50,58,-1,24,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,43,47
2,58,1,16,62.6,34.18,9.03,268.76,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
3,17,0,16,7.2,41.44,3.66,316.88,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,30,31,38,47,50,57,82,88,97,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,30,31,32,36,38,43,47
3,26,0,16,46.56,21.78,6.77,282.32,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,30,31,38,47,50,57,82,88,97,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,30,0,16,43.46,42.73,7.4,259.04,30,97,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,-1,30,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
3,31,0,16,15.01,35.09,5.78,348.12,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,38,47,50,57,82,88,97,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,32,36,38,43,47
3,38,0,16,45.29,10.5,6.88,298.81,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,47,50,57,82,88,97,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,47,0,16,45.42,31.27,7.13,275.52,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,50,57,82,88,97,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,50,0,16,29.87,30.25,2.09,290.0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,57,82,88,97,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,57,0,16,45.0,15.98,6.05,293.22,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,82,88,97,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,82,0,16,21.35,30.22,6.38,335.97,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,88,97,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,88,0,16,22.17,39.1,2.11,284.41,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,82,97,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,97,0,16,44.61,38.97,7.23,270.54,30,97,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,-1,30,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
3,4,1,16,66.38,30.42,4.35,297.86,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,26,32,36,38,43,50,54,58,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,32,36,38,43,47
3,22,1,16,57.3,8.46,7.86,288.67,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,24,26,32,36,38,43,50,54,58,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,24,26,30,31,32,36,38,43,47
3,24,1,16,54.81,17.78,9.3,281.42,24,43,54,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,58,-1,-1,24,43,54,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
3,26,1,16,56.04,44.37,8.61,270.78,26,38,50,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,54,58,-1,-1,26,38,50,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,32,1,16,52.35,31.07,9.81,272.31,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
3,36,1,16,52.45,25.38,9.6,280.32,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,32,38,43,50,54,58,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,38,43,47
3,38,1,16,51.58,44.79,10.09,267.44,26,38,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,43,50,54,58,-1,26,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,43,1,16,53.48,20.15,8.85,281.68,24,43,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,54,58,-1,24,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
3,50,1,16,54.46,40.34,9.08,270.17,26,50,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,38,43,54,58,-1,26,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
3,54,1,16,54.42,14.69,8.73,281.15,24,54,-1,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,43,50,58,-1,24,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,43,47
3,58,1,16,53.11,34.11,9.6,272.16,32,58,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,36,38,43,50,54,-1,32,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,47
4,17,0,13,7.44,45.36,3.73,13.09,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,30,31,38,47,50,57,82,88,97,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,30,31,32,36,38,43,47
4,26,0,13,40.31,23.62,5.78,295.28,26,57,-1,-1,-1,-1,-1,-1,-1,-1,17,30,31,38,47,50,82,88,97,-1,26,36,43,57,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,38,47,50
4,30,0,13,36.47,41.6,6.99,270.35,30,97,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,-1,30,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
4,31,0,13,13.6,40.65,5.36,353.2,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,38,47,50,57,82,88,97,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,32,36,38,43,47
4,38,0,13,39.96,14.11,5.15,305.54,38,57,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,47,50,82,88,97,-1,38,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,47,0,13,38.84,32.87,6.39,288.08,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,50,57,82,88,97,32,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,36,38,43,50
4,50,0,13,28.42,31.14,1.72,317.88,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,57,82,88,97,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,57,0,13,40.11,18.65,5.28,301.39,26,38,57,-1,-1,-1,-1,-1,-1,-1,17,30,31,47,50,82,88,97,-1,-1,26,38,57,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,82,0,13,19.22,35.68,4.49,346.53,82,88,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,97,-1,82,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,88,0,13,20.57,39.47,1.19,303.14,82,88,-1,-1,-1,-1,-1,-1,-1,-1,17,26,30,31,38,47,50,57,97,-1,82,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,97,0,13,37.72,38.8,6.08,266.79,30,97,-1,-1,-1,-1,-1,-1,-1,-1,17,26,31,38,47,50,57,82,88,-1,30,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,31,32,36,38,43,47
4,4,1,13,62.43,32.35,4.46,296.78,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,26,32,36,38,43,50,54,58,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,22,24,26,30,31,32,36,38,43,47
4,22,1,13,50.05,11.59,7.7,296.82,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,24,26,32,36,38,43,50,54,58,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,24,26,30,31,32,36,38,43,47
4,24,1,13,45.76,19.86,8.99,280.99,24,43,54,-1,-1,-1,-1,-1,-1,-1,4,22,26,32,36,38,50,58,-1,-1,24,43,54,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,26,30,31,32,36,38,47,50
4,26,1,13,47.44,44.69,8.46,276.15,26,50,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,32,36,38,43,54,58,-1,26,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,32,36,38,43
4,32,1,13,42.48,31.1,9.52,270.13,32,36,58,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,38,43,50,54,-1,-1,32,36,47,58,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,38,43,50,54
4,36,1,13,42.98,27.26,9.47,281.48,32,36,-1,-1,-1,-1,-1,-1,-1,-1,4,22,24,26,38,43,50,54,58,-1,26,32,36,-1,-1,-1,-1,-1,-1,-1,-1,4,17,22,24,26,30,31,38,43,47,50
